stance,feature,quartile,shap_rank,linear_rank,shap_importance,linear_importance,mean_directional,positive_ratio,negative_ratio,direction_strength,mean_feat_when_shap_positive,mean_feat_when_shap_negative,feature_shap_correlation,count_shap_positive,count_shap_negative
All_Stances,function_word_ratio,Q2,12.0,19.0,0.166453,0.1577433940109425,0.0116884251142119,0.5174048047066514,0.4825951952933486,0.0488383915910525,-0.0652831943649606,0.0739075053742298,-0.3029660295556726,3166,2953
All_Stances,sentence_count,Q2,13.0,14.0,0.14417,0.220979554037963,-0.0358059029382315,0.549926458571662,0.4500735414283379,0.1531582187989673,-0.4675175325803409,0.6251677821537334,-0.8270380891619235,3365,2754
All_Stances,certainty_adjectives_count,Q2,14.0,18.0,0.141646,0.1770460253952674,0.0227623170712038,0.2371302500408563,0.7628697499591437,0.114381924564159,1.8497956147396155,-0.4630048256438385,0.9682728745816208,1451,4668
All_Stances,C_ratio,Q2,15.0,11.0,0.139686,0.2362252217620292,-0.0056932190360758,0.2049354469684589,0.7950645530315411,0.0237447911649223,-1.2420727649598078,0.3606173043911483,-0.8683751655324071,1254,4865
All_Stances,hedge_N_count,Q2,16.0,4.0,0.111398,0.4053061404929948,-0.0011425315352118,0.8168001307403171,0.1831998692596829,0.0032239975665679,-0.2000115335237751,0.4522540916665997,-0.8076429449479918,4998,1121
All_Stances,adj_ratio,Q3,17.0,24.0,0.110652,0.1136375698955058,-0.0057795276062738,0.4711554175518875,0.5288445824481124,0.030827892842746,0.3066844528586063,-0.2912155953768432,0.6399218872541708,2883,3236
All_Stances,N_ratio,Q2,18.0,7.0,0.100047,0.3127838405800763,0.0030897148202469,0.1831998692596829,0.8168001307403171,0.008717603746938,0.5044697925350811,-0.1940477764386482,0.8556780738576392,1121,4998
All_Stances,doubt_adverbs_count,Q3,19.0,23.0,0.086654,0.1256732581489681,0.0055435548173953,0.7926131720869423,0.2073868279130576,0.0442035621596814,-0.4878426640595871,1.6938808594174946,-0.8938909779028367,4850,1269
All_Stances,joy,Q2,20.0,17.0,0.082771,0.1813573875013073,0.009309335849989,0.3196600751756823,0.6803399248243177,0.0679354886822077,0.9726351810107629,-0.3889908797947946,0.923208176327692,1956,4163
All_Stances,hedges_score,Q3,21.0,30.0,0.082331,0.0939856442784724,-0.0017437894525373,0.7494688674620036,0.2505311325379964,0.0135728434789092,-0.363910941446326,0.8397639127996701,-0.6663540609872327,4586,1533
All_Stances,anger,Q4,22.0,34.0,0.080539,0.0759512073040058,0.0009318916689301,0.7174374897859127,0.2825625102140873,0.0068653710468493,-0.3735041275655944,1.0741972572396925,-0.8269019278716933,4390,1729
All_Stances,readability_score,Q4,23.0,35.0,0.073828,0.0751687967738593,-0.0033544980263853,0.4873345317862396,0.5126654682137605,0.028526358165988,0.4585321679071998,-0.38865587999958,0.6104462749867193,2982,3137
All_Stances,surprise,Q3,24.0,27.0,0.069367,0.1018959194091284,-0.0008488821629648,0.5719888870730512,0.4280111129269488,0.0082292606569519,-0.2399055040686662,0.4184722320798787,-0.4290191597148037,3500,2619
All_Stances,pronoun_ratio,Q3,25.0,32.0,0.068176,0.0843949149002875,-0.0058719806203497,0.4747507762706324,0.5252492237293676,0.0514967681441026,0.1880766410044891,-0.1877736871100061,0.1254785397556159,2905,3214
All_Stances,certainty_adverbs_count,Q3,26.0,25.0,0.066184,0.111460538925255,-0.0004854092096719,0.1202810916816473,0.8797189083183526,0.0040751860518201,2.529092605630248,-0.3383364229350317,0.871532407038426,736,5383
All_Stances,subordinate_clause_ratio,Q4,27.0,41.0,0.065251,0.0543059493021069,-0.0024517401060628,0.4989377349240071,0.5010622650759928,0.0259360142538584,0.0627280723415988,-0.0473675346953939,0.3193156106578058,3053,3066
All_Stances,hedge_D_count,Q3,28.0,21.0,0.062539,0.1476529596213271,-0.0006404388237982,0.3981042654028436,0.6018957345971564,0.0039156326894999,0.1842039685468275,-0.0444849544920368,0.0818946587282179,2436,3683
All_Stances,adv_ratio,Q4,29.0,42.0,0.059348,0.0495351043562443,0.0001348285563853,0.5120117666285341,0.4879882333714659,0.0014933467982016,-0.0203799141752128,0.1207148821452467,-0.0662150938817902,3133,2986
All_Stances,sentiment_subjectivity,Q3,30.0,33.0,0.056192,0.0802847416237127,0.0070410449068678,0.4794901127635234,0.5205098872364765,0.0851665488890532,0.5358036923406947,-0.4215470112280455,0.6436548711881085,2934,3185
All_Stances,certainty_verbs_count,Q3,31.0,28.0,0.050703,0.096762870845914,0.0016220174662972,0.5795064553031541,0.4204935446968459,0.0165255754576008,-0.1411161044458805,0.1735988192113094,-0.0436942065955763,3546,2573
All_Stances,doubt_adjectives_count,Q3,32.0,31.0,0.048553,0.0866729551356915,0.0020809151522537,0.6551724137931034,0.3448275862068966,0.0230078800114714,-0.1526274407650655,0.355550406715002,-0.5089568194339226,4009,2110
All_Stances,punctuation_usage,Q4,33.0,36.0,0.048395,0.0674333947997042,-0.0037705769605518,0.5549926458571662,0.4450073541428338,0.0462426650358311,-0.4238004571847084,0.6065624810003253,-0.7141186930323353,3396,2723
All_Stances,E_ratio,Q4,34.0,29.0,0.048257,0.0954822281565382,-0.0014020827926385,0.4610230429808792,0.5389769570191207,0.0127892747403447,0.0081849656206354,-0.0037060673001246,-0.32554733240273,2821,3298
All_Stances,sadness,Q4,35.0,37.0,0.045778,0.0670511406748068,-0.0006494583722358,0.6978264422291224,0.3021735577708776,0.0072355712475173,-0.3292161262121579,0.4950545993625461,-0.7617516335922544,4270,1849
All_Stances,hedge_E_count,Q4,36.0,22.0,0.045427,0.1366655023009447,-0.0033196105993456,0.3378002941657133,0.6621997058342867,0.0352236371863383,0.2677504676450667,-0.1552434253861697,0.4789881650531265,2067,4052
All_Stances,D_ratio,Q4,37.0,26.0,0.043998,0.1058107709221879,0.0005940082463155,0.5363621506782154,0.4636378493217846,0.0044539996028435,0.016816925221337,0.0902619658521771,-0.037978127088636,3282,2837
All_Stances,sentence_length_variation,Q4,38.0,40.0,0.039118,0.0644886328559826,-0.0050449117022606,0.5048210491910443,0.4951789508089557,0.0752946460697742,-0.0488722990836508,0.0716542033737044,-0.3622771389196509,3089,3030
All_Stances,sentiment_polarity,Q4,39.0,39.0,0.032552,0.0655421211021357,-0.0002254489088302,0.4579179604510541,0.542082039548946,0.0035184226187319,0.1968937515283177,-0.1436273147539158,0.2158229461214848,2802,3317
All_Stances,doubt_verbs_count,Q4,40.0,43.0,0.016776,0.0355445100265984,-0.0041802353796414,0.3124693577381925,0.6875306422618075,0.091719387218839,0.0881534894858259,-0.1147450957177321,0.4602848289205747,1912,4207
All_Stances,disgust,Q4,41.0,38.0,0.015101,0.0669502498992356,-0.0023012804269837,0.2745546657950645,0.7254453342049354,0.0320682984535807,0.3395816689745283,-0.0766891369203333,0.3007283706919474,1680,4439
All_Stances,hedge_I_count,Q4,42.0,15.0,0.00548,0.199097872481538,0.0001939429297517,0.6903088739990194,0.3096911260009805,0.0027556489872843,-0.0761672794871526,-0.0282229002275694,-0.8883610367360344,4224,1895
All_Stances,I_ratio,Q4,43.0,20.0,0.005034,0.1502210210626174,0.0001991455280992,0.4610230429808792,0.3850302336983167,0.0027512040495413,-0.0341721962903445,-0.074376695550845,0.8631161665348553,2821,2356
FAVOR,type_token_ratio,Q1,1.0,1.0,0.568214,0.8167424733574671,-0.0298619137772987,0.489938080495356,0.510061919504644,0.0363210823865424,0.010392728015136,-0.134752451645355,-0.0611645068581526,633,659
FAVOR,noun_ratio,Q1,2.0,4.0,0.56365,0.6682924021449568,0.1024080900299836,0.596749226006192,0.403250773993808,0.1306556720348519,-0.6556365668530773,0.6469604871208378,-0.7714995922324441,771,521
FAVOR,hapax_legomena,Q1,3.0,3.0,0.547587,0.7218232398727611,0.0092842525816287,0.5054179566563467,0.4945820433436532,0.0127370174907311,-0.1312294120279523,-0.005654243207839,-0.074004684897195,653,639
FAVOR,punctuation_density,Q1,4.0,5.0,0.51443,0.6525003603050651,-0.0720372805052089,0.5224458204334366,0.4775541795665635,0.0791898425659544,-0.1130700029503585,0.2480073662817735,-0.4488882832364483,675,617
FAVOR,sentence_count,Q1,5.0,9.0,0.458815,0.6003185806343931,-0.0696668020751927,0.5325077399380805,0.4674922600619195,0.104164452152323,-0.0358080923695138,0.3204711616915301,-0.3619894986454425,688,604
FAVOR,pronoun_ratio,Q1,6.0,7.0,0.428528,0.6146417056756062,0.0165984162586077,0.5534055727554179,0.446594427244582,0.0303428900819562,-0.2484435704831657,0.0129885586373324,-0.4050979176985859,715,577
FAVOR,word_count,Q1,7.0,2.0,0.422067,0.7904838944786285,-0.0142457283286089,0.5069659442724458,0.4930340557275541,0.0232038265955858,-0.3168458854201298,0.3635162414420746,-0.5239781147822508,655,637
FAVOR,stopword_ratio,Q1,8.0,10.0,0.414337,0.563023267139663,-0.024606879434588,0.4938080495356037,0.5061919504643962,0.0434740166490334,-0.6447788645597354,0.5177673579890288,-0.7029206559735851,638,654
FAVOR,doubt_adverbs_count,Q1,9.0,8.0,0.412391,0.6102969506851499,0.0545775602233093,0.7321981424148607,0.2678018575851393,0.0892684658220034,-0.4445891981359275,0.9181884430146622,-0.7688859403488554,946,346
FAVOR,function_word_ratio,Q2,10.0,15.0,0.399873,0.4123870755916398,-0.0022449763505161,0.5247678018575851,0.4752321981424148,0.0037332934740792,-0.4637272943176157,0.4393484119669628,-0.6601352079660083,678,614
FAVOR,certainty_verbs_count,Q1,11.0,6.0,0.382506,0.6162564478920639,0.0034728235315857,0.6648606811145511,0.3351393188854489,0.0053038144611158,-0.240519796479503,0.4767340361783537,-0.6464849500394028,859,433
FAVOR,fear,Q2,12.0,18.0,0.371102,0.3245110128938925,0.0301066788925385,0.4651702786377709,0.5348297213622291,0.0616577951791376,1.0263748010668798,-0.430502894519236,0.4514103611328152,601,691
FAVOR,avg_word_length,Q2,13.0,14.0,0.292583,0.4160735832719233,0.00284007800329,0.5046439628482973,0.4953560371517028,0.0052719920367755,-0.0598350729834967,0.0307368403221923,-0.2326984382398635,652,640
FAVOR,adj_ratio,Q2,14.0,20.0,0.260869,0.3131831112721163,-0.0050372259683974,0.510061919504644,0.489938080495356,0.0138409743600528,-0.5098421899521824,0.520469306375441,-0.7380636119745374,659,633
FAVOR,sentiment_polarity,Q3,15.0,27.0,0.254105,0.2458293519838266,0.0199449464598902,0.3390092879256965,0.6609907120743034,0.050443379709105,1.3186937542954815,-0.5377357172322089,0.884490705550161,438,854
FAVOR,verb_ratio,Q2,16.0,22.0,0.24231,0.2812676318517532,-0.0014154794037955,0.4845201238390093,0.5154798761609907,0.0037277643569332,0.1547361585444177,0.0396423632135545,-0.2303306615672342,626,666
FAVOR,std_word_length,Q3,17.0,23.0,0.239557,0.2743583733409986,-0.004424684987605,0.478328173374613,0.521671826625387,0.0108878024982137,-0.07754436741911,0.2979846703218413,-0.0350445197270602,618,674
FAVOR,certainty_adverbs_count,Q2,18.0,12.0,0.239272,0.533485582382355,-0.0422172746591517,0.7871517027863777,0.2128482972136222,0.0711688709769678,-0.2349643332257144,0.7885917153656926,-0.6257484951727339,1017,275
FAVOR,anger,Q2,19.0,11.0,0.236039,0.5359909707458964,0.023501707604613,0.7438080495356038,0.2561919504643963,0.0435230909536369,-0.3251835519566813,0.413996967789571,-0.6906699087022807,961,331
FAVOR,surprise,Q3,20.0,24.0,0.228682,0.2596815148989509,-0.0172410456845487,0.5201238390092879,0.479876160990712,0.0420291088026885,0.0978201379979016,-0.1158570696022454,-0.2304309928628138,672,620
FAVOR,hedge_C_count,Q2,21.0,13.0,0.221386,0.4321533662484065,-0.016176078906316,0.4907120743034056,0.5092879256965944,0.045289768285059,-0.197191037097957,0.112533031495908,-0.2767558255839437,634,658
FAVOR,subordinate_clause_ratio,Q4,22.0,36.0,0.204236,0.175057490569741,-0.0103144109206728,0.4775541795665635,0.5224458204334366,0.0348702287502774,0.2514720537700847,0.1078882513690591,0.0469199998519929,617,675
FAVOR,joy,Q3,23.0,29.0,0.202918,0.2365585424193013,-0.0500121694247722,0.3010835913312693,0.6989164086687306,0.1742552791622356,0.8956424312555478,-0.4716328642164185,0.8284709902949505,389,903
FAVOR,hedge_E_count,Q3,24.0,16.0,0.179994,0.3857239804655332,-0.0156952118305809,0.3343653250773993,0.6656346749226006,0.0338105899324986,0.1587195523801198,-0.1791459437288993,0.5040735683362777,432,860
FAVOR,punctuation_usage,Q3,25.0,25.0,0.179389,0.2518435524868022,-0.0240370645863451,0.478328173374613,0.521671826625387,0.0824002335350536,-0.1017641177772306,0.0599264631910781,-0.0975913355776076,618,674
FAVOR,adv_ratio,Q3,26.0,28.0,0.167931,0.2453569125683367,-0.0026827215680373,0.4976780185758513,0.5023219814241486,0.0100134569774582,-0.0582372619603856,0.0916825048100495,-0.3485009545033897,643,649
FAVOR,hedges_score,Q4,27.0,34.0,0.166626,0.1772331573769179,-0.0108470863237429,0.5247678018575851,0.4752321981424148,0.0361090803237839,-0.0323418996558157,0.0438356090055949,-0.1208368360592199,678,614
FAVOR,hedge_D_count,Q3,28.0,17.0,0.162768,0.365867427314568,-0.0198408581288135,0.3320433436532508,0.6679566563467493,0.0446407090915898,0.2762820718487473,-0.0631327592401193,0.3077563584779604,429,863
FAVOR,readability_score,Q3,29.0,26.0,0.162618,0.2475042549073782,0.0069214887930206,0.5085139318885449,0.4914860681114551,0.027236077732792,0.1070903611164671,-0.0627132296852799,0.0034286185678442,657,635
FAVOR,sentiment_subjectivity,Q4,30.0,38.0,0.133219,0.1625880103820365,-0.005694962303288,0.5239938080495357,0.4760061919504644,0.0285970549015023,-0.1790404993184729,0.2324154779220667,-0.2342115331291624,677,615
FAVOR,hedge_N_count,Q3,31.0,33.0,0.128974,0.2116111105238943,-0.0226940387338575,0.7329721362229102,0.2670278637770897,0.0559250404740176,-0.1005871919864991,0.4772993418586329,-0.0926276503473798,947,345
FAVOR,D_ratio,Q3,32.0,21.0,0.127511,0.3050159866354664,-0.0068817738061712,0.5255417956656346,0.4744582043343653,0.019380379285884,-0.0375436281146233,0.0689377935069645,-0.4136425683852195,679,613
FAVOR,doubt_adjectives_count,Q4,33.0,40.0,0.126291,0.1545172117140514,-0.0089292806518977,0.6540247678018576,0.3459752321981424,0.0345862312873058,-0.1907275100621224,0.382373170948697,-0.6234769311051557,845,447
FAVOR,certainty_adjectives_count,Q4,34.0,39.0,0.116391,0.1589783103269919,0.0040597488024946,0.413312693498452,0.586687306501548,0.0233460704933547,0.3757080065600883,-0.2025177360775672,0.3759050523237482,534,758
FAVOR,N_ratio,Q4,35.0,31.0,0.111574,0.2179234800226373,0.0164909801614735,0.684984520123839,0.3150154798761609,0.0439825049986592,-0.0434569240771271,0.2910470259229811,-0.0812304330302203,885,407
FAVOR,sentence_length_variation,Q4,36.0,35.0,0.109018,0.1766951741673028,0.0082672283766817,0.4721362229102167,0.5278637770897833,0.0510660030431631,0.1209971450215675,-0.0199341037218031,0.2122169329984165,610,682
FAVOR,C_ratio,Q4,37.0,41.0,0.090589,0.1290835856195417,-0.0031496927810453,0.6927244582043344,0.3072755417956656,0.0175584404159515,0.2921452134095244,-0.5179466203534828,0.2955343714552044,895,397
FAVOR,sadness,Q4,38.0,30.0,0.089969,0.2205789789407591,-0.0089726625936519,0.6106811145510835,0.3893188854489164,0.0443616596973387,-0.203362768564588,0.1540783363017428,-0.201596934058618,789,503
FAVOR,E_ratio,Q4,39.0,32.0,0.086016,0.2142931393152515,-0.0037458556373337,0.5278637770897833,0.4721362229102167,0.0185090898124032,-0.1383040478994877,-0.0743725376250449,-0.0338727666016988,682,610
FAVOR,doubt_verbs_count,Q4,40.0,37.0,0.065878,0.1678828460351466,-0.02303374057265,0.5294117647058824,0.4705882352941176,0.0672819150486207,0.0208395936303796,0.0778980552173192,-0.3503332001355755,684,608
FAVOR,disgust,Q4,41.0,19.0,0.040068,0.3187087359398227,-0.006957212052245,0.6609907120743034,0.3390092879256965,0.0285541620188448,-0.085643618371492,0.1364910536083751,-0.6167598680497804,854,438
FAVOR,I_ratio,Q4,42.0,43.0,0.007918,0.1047282119119782,0.0008112110224594,0.0023219814241486,0.46671826625387,0.0088069371925085,15.069997834091405,-0.0655709975000382,0.9851501096638744,3,603
FAVOR,hedge_I_count,Q4,43.0,42.0,0.007875,0.1047282119119783,0.000768515445587,0.0023219814241486,0.46671826625387,0.0085338988171634,14.999999999999998,-0.0655709975000382,0.9845643430325288,3,603
AGAINST,punctuation_density,Q1,1.0,1.0,0.716981,0.8765869550829245,-0.0226921680256839,0.5386861313868613,0.4613138686131386,0.0213157134770552,0.1700454722693682,-0.0892134067328503,-0.3502919007541031,738,632
AGAINST,function_word_ratio,Q1,2.0,2.0,0.625122,0.6478879296130267,0.0839748038090939,0.5394160583941606,0.4605839416058394,0.1026098171426314,-0.9146783336531954,0.8463184653827693,-0.9080393207611498,739,631
AGAINST,fear,Q1,3.0,6.0,0.529336,0.5105048715808972,0.009463769367459,0.5262773722627737,0.4737226277372263,0.0139132515960187,0.5796969357883011,-0.4988603815928929,0.5751509259769766,721,649
AGAINST,anger,Q1,4.0,3.0,0.501058,0.6189972047816236,0.0081793171897405,0.3131386861313868,0.6868613138686132,0.0114880800383654,1.19622879442467,-0.5888518138868211,0.9343134740347367,429,941
AGAINST,type_token_ratio,Q1,5.0,7.0,0.40895,0.4857872558704041,-0.0386461781807271,0.4970802919708029,0.502919708029197,0.0608950461541347,0.5605257996333729,-0.4972448793774138,0.774395376400741,681,689
AGAINST,verb_ratio,Q1,6.0,10.0,0.397478,0.4436283456386789,0.0552947770229084,0.5357664233576642,0.4642335766423358,0.1015393939629496,-0.7050157746511543,0.6827310862105167,-0.8833384242388489,734,636
AGAINST,noun_ratio,Q1,7.0,8.0,0.394976,0.4642444848765124,-0.0352438695764528,0.5240875912408759,0.4759124087591241,0.0567285133671368,-0.4776212756598035,0.6976980529827375,-0.7583505659537705,718,652
AGAINST,hapax_legomena,Q2,8.0,12.0,0.347749,0.4075673277795293,0.0349903867429449,0.5058394160583941,0.4941605839416058,0.0729731154848668,-0.7024267117086844,0.678463648718286,-0.8371467710626772,693,677
AGAINST,adv_ratio,Q2,9.0,15.0,0.329581,0.3791293217475766,0.042893134552818,0.5759124087591241,0.4240875912408759,0.0947731574541784,-0.4373649240518045,0.3428946851060335,-0.6302453904018266,789,581
AGAINST,hedge_C_count,Q2,10.0,17.0,0.312354,0.3641045142866387,-0.009959361107539,0.4562043795620438,0.5437956204379562,0.0176227645034245,0.2854678210761053,-0.1522206116567679,0.1470994727172581,625,745
AGAINST,sentence_count,Q1,11.0,5.0,0.308119,0.5135187895387676,-0.0428040038435354,0.5124087591240876,0.4875912408759124,0.0840391977142568,-0.5099170779231333,0.5305784818358927,-0.7093974711862846,702,668
AGAINST,hedges_score,Q2,12.0,16.0,0.289185,0.370110114499865,-0.0064702487222505,0.291970802919708,0.708029197080292,0.0128648894359956,0.4471300096147526,-0.3491491013659762,0.5242012337808906,400,970
AGAINST,readability_score,Q3,13.0,24.0,0.274252,0.316778260309647,0.0157325730042576,0.5182481751824818,0.4817518248175182,0.040280058864971,0.5644324120237382,-0.2934620160361402,0.5135333964698188,710,660
AGAINST,sentence_length_variation,Q3,14.0,29.0,0.251275,0.2606567513406977,-0.0115772733280819,0.5262773722627737,0.4737226277372263,0.0321969033610924,-0.0468681748870819,0.1319164495706345,-0.0938559835330449,721,649
AGAINST,adj_ratio,Q3,15.0,30.0,0.241732,0.2458116775979291,0.0093187212223729,0.5686131386861314,0.4313868613138686,0.0283675136574926,-0.6290487930521902,0.8329899214736258,-0.8645429793136125,779,591
AGAINST,doubt_adverbs_count,Q2,16.0,19.0,0.241178,0.3363532263830756,0.0139967586710973,0.5532846715328467,0.4467153284671533,0.0343259037053445,-0.1819087670368824,-0.1046474321310678,-0.5252579462596074,758,612
AGAINST,avg_word_length,Q2,17.0,22.0,0.236429,0.326381359598205,0.0038052201840673,0.4875912408759124,0.5124087591240876,0.0102136640328592,0.2153739243049714,0.1049983881886339,-0.0508928891311739,668,702
AGAINST,surprise,Q2,18.0,14.0,0.205076,0.3824872395379556,-0.0009366180612412,0.5583941605839416,0.4416058394160584,0.0019025898374084,-0.1306110812979379,0.2098203737386093,-0.4374574917693091,765,605
AGAINST,pronoun_ratio,Q3,19.0,28.0,0.201899,0.2795461565601775,-0.0072772300327906,0.5021897810218978,0.4978102189781022,0.0247864270591354,-0.269341924363753,0.0531536865631305,-0.3606001881841107,688,682
AGAINST,joy,Q2,20.0,4.0,0.197091,0.5667785518758636,0.0152536878751956,0.5934306569343065,0.4065693430656934,0.0282777212781902,-0.1499940087325965,-0.016261673497047,-0.4928602395521479,813,557
AGAINST,C_ratio,Q3,21.0,27.0,0.19117,0.3008525210724955,-0.0047924927462013,0.8087591240875912,0.1912408759124087,0.0128193943806538,0.4133244164625204,-1.1696154298934525,0.8444618295478051,1108,262
AGAINST,stopword_ratio,Q4,22.0,40.0,0.186614,0.1801832522674519,-0.0073347377194661,0.502919708029197,0.4970802919708029,0.0274278681002143,0.076405403086118,-0.1257381151182552,0.3510427025038933,689,681
AGAINST,punctuation_usage,Q3,23.0,23.0,0.182124,0.3261524925104914,-0.0114310340012398,0.4788321167883211,0.5211678832116788,0.0339306400301639,-0.0444782953030504,-0.0430211579911829,0.1669898145637579,656,714
AGAINST,sentiment_subjectivity,Q4,24.0,38.0,0.176363,0.2069292751126326,-0.0133789269765574,0.5051094890510949,0.4948905109489051,0.0535615516378222,-0.1602079310654061,0.0376952241694163,-0.0528772582525969,692,678
AGAINST,subordinate_clause_ratio,Q4,25.0,36.0,0.176337,0.21881057323776,0.0060641809110889,0.4788321167883211,0.5211678832116788,0.0206053890811134,0.4988559842948091,-0.4620366130255518,0.4669420964988193,656,714
AGAINST,hedge_E_count,Q3,26.0,9.0,0.171696,0.4582013180216566,0.009945828099875,0.2656934306569343,0.7343065693430657,0.0219008461019378,0.4780581309067082,-0.1955596849521379,0.5994315847971845,364,1006
AGAINST,word_count,Q3,27.0,26.0,0.170191,0.3013629656483659,-0.0120142417702077,0.4897810218978102,0.5072992700729927,0.0384163534836232,0.0579764377022699,-0.0291191392981729,-0.3317160017878744,671,695
AGAINST,sadness,Q4,28.0,34.0,0.168661,0.2306823902607727,0.0167254070873333,0.2941605839416058,0.7058394160583942,0.0559260403066525,1.1276150202857045,-0.3669603094495685,0.8075512920325492,403,967
AGAINST,certainty_verbs_count,Q3,29.0,33.0,0.168597,0.239491366802288,0.0160266773651046,0.6583941605839416,0.3416058394160584,0.0695371788896345,-0.3871964731034913,0.3292360013284175,-0.2669001889748121,902,468
AGAINST,certainty_adjectives_count,Q4,30.0,43.0,0.159794,0.1328560770021349,-0.0018895971400652,0.3744525547445255,0.6255474452554745,0.0078968331431707,0.6242467668044546,-0.3689482494436407,0.1853347143802945,513,857
AGAINST,N_ratio,Q3,31.0,13.0,0.150294,0.3881901350859089,-0.0224523261832804,0.8029197080291971,0.1970802919708029,0.0528049890242413,-0.2254623456193047,0.776004022669235,-0.6867875111515663,1100,270
AGAINST,std_word_length,Q4,32.0,35.0,0.144034,0.2217059129427241,-0.0138699249816516,0.5051094890510949,0.4948905109489051,0.0641848850183021,0.140863226303276,0.1265096448648856,-0.1949881145735192,692,678
AGAINST,hedge_D_count,Q3,33.0,11.0,0.142882,0.4178013905826675,0.0020080383621598,0.7598540145985402,0.2401459854014598,0.0055685725071184,-0.2278176806842854,0.1627013330797904,-0.7249824636173996,1041,329
AGAINST,certainty_adverbs_count,Q4,34.0,32.0,0.136516,0.2401661643815587,4.21563898390125e-05,0.3306569343065693,0.6693430656934306,0.0001532372494509,0.2466479031404945,-0.199268088828275,0.3279370693130695,453,917
AGAINST,hedge_N_count,Q4,35.0,20.0,0.123618,0.3350342367031044,-0.0132715817031318,0.5868613138686132,0.4131386861313869,0.0356517021599552,-0.0786929760346216,0.1010152967599796,-0.469762461431275,804,566
AGAINST,D_ratio,Q4,36.0,18.0,0.121881,0.3523444477091073,-0.010844970796224,0.5291970802919708,0.4708029197080292,0.0294742586076772,-0.1079210967805171,-0.1513849267877405,0.0572516928421203,725,645
AGAINST,disgust,Q4,37.0,21.0,0.119233,0.3288850681572357,-0.0008221272760262,0.4678832116788321,0.5321167883211679,0.0024883915509242,-0.0065699641961333,0.0491025451292981,-0.1965958728407039,641,729
AGAINST,doubt_adjectives_count,Q4,38.0,39.0,0.102927,0.1812081709805659,-0.0226012445881414,0.5467153284671533,0.4532846715328467,0.066319112537969,-0.0975978871940953,0.0060301539697018,-0.3915910470743959,749,621
AGAINST,E_ratio,Q4,39.0,25.0,0.102584,0.3031385313756812,-0.0161484333613854,0.7985401459854015,0.2014598540145985,0.0546163329153728,-0.2159495445506192,0.6146471194088702,-0.8019780116622999,1094,276
AGAINST,sentiment_polarity,Q4,40.0,42.0,0.101223,0.1425265072390044,-0.0028499884967326,0.5437956204379562,0.4562043795620438,0.015992956092377,-0.1601687477926526,0.1414411627602944,-0.0284417453517842,745,625
AGAINST,doubt_verbs_count,Q4,41.0,31.0,0.058733,0.2410815241537288,0.0064750047025268,0.7364963503649635,0.2635036496350365,0.0262086870669727,-0.1576630491765439,0.0802870506841801,-0.8071038904914805,1009,361
