feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant,coefficient,abs_coef
punctuation_usage,whole,ALL,NONE,whole,0.6669,0.4641,-0.0472,0.0415,small,negligible,False,Cliff's delta,negligible,no,0.27540446498381704,0.27540446498381704
fear,whole,ALL,NONE,whole,0.0953,0.1823,-0.1592,-0.0758,small,negligible,False,Cliff's delta,negligible,no,0.5723608165688786,0.5723608165688786
certainty_adverbs_count,whole,ALL,NONE,whole,0.4913,0.5465,-0.0718,-0.0244,small,negligible,False,Cliff's delta,negligible,no,0.21697419378553612,0.21697419378553612
doubt_adverbs_count,whole,ALL,NONE,whole,0.0622,0.2011,0.1569,0.0592,small,negligible,False,Cliff's delta,negligible,no,0.33672894994490427,0.33672894994490427
stopword_ratio,whole,ALL,NONE,whole,0.275,0.279,-0.1146,-0.0687,small,negligible,False,Cliff's delta,negligible,no,0.9424852668762594,0.9424852668762594
noun_ratio,whole,ALL,NONE,whole,0.328,0.5997,0.0975,0.0333,small,negligible,False,Cliff's delta,negligible,no,0.47925869182793973,0.47925869182793973
verb_ratio,whole,ALL,NONE,whole,0.6115,0.6759,-0.054,-0.0265,small,negligible,True,Cohen's d,small,no,0.442627876962798,0.442627876962798
punctuation_usage,whole,ALL,NONE,whole,0.7207,0.6746,-0.0384,-0.0266,small,negligible,False,Cliff's delta,negligible,no,0.27540446498381704,0.27540446498381704
fear,whole,ALL,NONE,whole,0.7564,0.5951,-0.0338,-0.0337,small,negligible,False,Cliff's delta,negligible,no,0.5723608165688786,0.5723608165688786
certainty_adverbs_count,whole,ALL,NONE,whole,0.1044,0.1112,0.1599,0.0764,small,negligible,False,Cliff's delta,negligible,no,0.21697419378553612,0.21697419378553612
doubt_adverbs_count,whole,ALL,NONE,whole,0.9099,0.4912,-0.014,0.0351,small,negligible,False,Cliff's delta,negligible,no,0.33672894994490427,0.33672894994490427
