dataset,subdataset,sentence,flag,Bert,BiGRU,BiLSTM,Distilbert,GRU,LSTM,RNN,Roberta,Smallbert,Status,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio
cars,value,The car's fuel efficiency and low maintenance costs are remarkable for its age.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,15.0,1.0,4.466666666666667,3.0521395046025592,1.0,1.0,0.3333333333333333,0.13333333333333333,0.4,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,1.0,0.4,0.06666666666666667,9.44923076923077,0.0,0.0,0.375,0.525,0.007886928506195545,0.05062060058116913,0.004068170208483934,0.0046560135670006275,0.008390733040869236,0.36965063214302063,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cars,value,The car's low maintenance costs and reliable performance have made it a great investment for our family.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,19.0,1.0,4.631578947368421,3.0815328775377786,1.0,1.0,0.3684210526315789,0.10526315789473684,0.3157894736842105,0.10526315789473684,0.15789473684210525,0.0,0.10526315789473684,1.0,0.47368421052631576,0.05263157894736842,11.169411764705881,0.0,0.05263157894736842,0.4,0.525,0.001560747972689569,0.9454872608184814,0.0010758249554783106,0.003407713258638978,0.001769770635291934,0.004547362681478262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cars,value,The low ownership costs of this car make it a great choice for those who prioritize long-term value.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,19.0,1.0,4.368421052631579,2.53834853721842,1.0,1.0,0.42105263157894735,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842,1.0,0.42857142857142855,0.05263157894736842,7.818888888888889,0.0,0.05263157894736842,0.4,0.525,0.0066344947554171085,0.27890658378601074,0.0030109076760709286,0.006031655240803957,0.00704355351626873,0.00991048663854599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cars,value,"The maintenance costs of my car are surprisingly low, which is a huge plus.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,16.0,1.0,3.875,3.1399641717701177,1.0,1.0,0.4375,0.125,0.25,0.125,0.125,0.0625,0.0625,1.0,0.4375,0.0625,5.884285714285717,0.0,0.0625,0.20000000000000004,0.6,0.010597098618745804,0.1898145079612732,0.0021124014165252447,0.003677066182717681,0.0029134145006537437,0.7116889953613281,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,communication,"Every step of the treatment process was seamless, which made the entire experience less stressful.",implicit,True,True,True,True,True,True,True,True,True,Misclassified,17.0,1.0,4.9411764705882355,2.7326046233733963,0.9411764705882353,0.8823529411764706,0.29411764705882354,0.11764705882352941,0.29411764705882354,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,1.0,0.47058823529411764,0.058823529411764705,10.713333333333338,0.0,0.11764705882352941,-0.022222222222222216,0.2638888888888889,0.008566641248762608,0.4804221987724304,0.022419441491365433,0.021079661324620247,0.01153156440705061,0.009826740249991417,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,communication,"I always have to remind them to send my test results to the right doctor, but they seem to keep making the same mistake.",implicit,True,True,True,True,True,True,True,True,True,Misclassified,26.0,1.0,3.730769230769231,1.7879445075645322,0.8461538461538461,0.7692307692307693,0.5,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.038461538461538464,0.15384615384615385,1.0,0.6153846153846154,0.038461538461538464,8.52,0.0,0.15384615384615385,0.14285714285714285,0.33035714285714285,0.027631057426333427,0.0018613626016303897,0.008823934942483902,0.3540220558643341,0.05294523760676384,0.05193742364645004,0.0,1.0,0.0,1.0,0.0,0.0,0.964108407497406,23.0,0.0,1.0,0.0,0.0,0.9583333333333334,0.0,0.041666666666666664,0.0,0.0
healthcare,communication,Our entire experience was overshadowed by the unending uncertainty.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,10.0,1.0,5.9,3.858756276314947,1.0,1.0,0.4,0.1,0.2,0.2,0.2,0.0,0.1,1.0,0.4,0.1,18.075555555555557,0.0,0.0,0.0,0.625,0.006142216268926859,0.0008017575019039214,0.9625082612037659,0.012332507409155369,0.0039171865209937096,0.006148970685899258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,communication,The doctor's punctuality was exceptional.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,7.0,1.0,5.285714285714286,3.880879344916036,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,0.42857142857142855,0.14285714285714285,17.040000000000003,0.0,0.0,0.6666666666666666,1.0,0.0068900492042303085,0.08066850155591965,0.003603555727750063,0.009586566127836704,0.19293849170207977,0.02074829675257206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,communication,"The hospital staff was extremely efficient with their scheduling, making my visit smooth and stress-free.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,17.0,1.0,5.352941176470588,3.0281265120550005,1.0,1.0,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.11764705882352941,1.0,0.3157894736842105,0.058823529411764705,10.713333333333338,0.0,0.11764705882352941,0.1375,0.75,0.008109338581562042,0.556908369064331,0.0031696991063654423,0.01243313867598772,0.009495164267718792,0.0073091727681458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,communication,They were always ready with prompt answers to our questions.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,11.0,1.0,4.636363636363637,2.185602778212965,1.0,1.0,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,1.0,0.5454545454545454,0.09090909090909091,6.010000000000002,0.0,0.0,0.2,0.5,0.006971283350139856,0.02882830798625946,0.002462852280586958,0.0028629342559725046,0.002807019278407097,0.011300450190901756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,communication,"Waiting for hours, we felt like our concerns were swept under the rug",implicit,True,True,True,True,True,True,True,True,True,Misclassified,14.0,1.0,4.071428571428571,1.7914194577120648,1.0,1.0,0.42857142857142855,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.0,0.0,0.14285714285714285,1.0,0.42857142857142855,0.0,5.818461538461541,0.0,0.21428571428571427,0.0,0.0,0.0728200227022171,0.004004345275461674,0.5384002327919006,0.19207939505577087,0.06965392827987671,0.00447667995467782,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,doctor,I felt reassured every step of the way during my appointment.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,12.0,1.0,4.25,2.9755951785595207,1.0,1.0,0.4166666666666667,0.08333333333333333,0.25,0.16666666666666666,0.0,0.0,0.16666666666666666,1.0,0.5,0.08333333333333333,8.009090909090911,0.0,0.0,0.0,0.0,0.001526262960396707,0.9838354587554932,0.004527306649833918,0.0019438612507656217,0.00223453133367002,0.0008885418646968901,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,doctor,The doctor's detailed explanations about my test results helped me understand my condition clearly.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,16.0,1.0,5.375,3.1991209730174317,0.9375,0.875,0.3125,0.125,0.3125,0.125,0.0625,0.0625,0.1875,1.0,0.375,0.0625,11.784285714285716,0.0,0.0625,0.25,0.5666666666666667,0.009022633545100689,0.10289786756038666,0.10652294009923935,0.08498777449131012,0.027720674872398376,0.014141750521957874,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,doctor,We felt constantly reassured during our time there.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,9.0,1.0,4.888888888888889,2.8458329944145997,1.0,1.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,1.0,0.4444444444444444,0.1111111111111111,8.180000000000003,0.0,0.0,0.0,0.3333333333333333,0.0013782697496935725,0.9807837605476379,0.0018478076672181487,0.002462975447997451,0.003016752190887928,0.0007865680381655693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,facility,"I felt so comfortable during my stay at the hospital, the environment was calming and the process was seamless.",implicit,True,True,True,True,True,True,True,True,True,Misclassified,21.0,1.0,4.428571428571429,3.0327015863029825,0.8571428571428571,0.7619047619047619,0.5238095238095238,0.09523809523809523,0.23809523809523808,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.09523809523809523,1.0,0.5238095238095238,0.047619047619047616,11.07263157894737,0.0,0.047619047619047616,0.25,0.45,0.0013214715290814638,0.950869083404541,0.005204459652304649,0.010373136959969997,0.006829234771430492,0.001389389275573194,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,outcome,The patient felt relieved after finally receiving a diagnosis.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,10.0,1.0,5.4,2.90516780926679,1.0,1.0,0.3,0.1,0.2,0.3,0.0,0.1,0.0,1.0,0.3,0.1,12.831111111111113,0.0,0.0,0.0,1.0,0.0012613297440111637,0.980201780796051,0.0005132021615281701,0.004530915524810553,0.004966032691299915,0.0010309037752449512,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
healthcare,staff,"I always felt well-informed and reassured during my stay at the hospital, which made my recovery much smoother.",implicit,True,True,True,True,True,True,True,True,True,Misclassified,20.0,1.0,4.7,3.1160872901765764,0.95,0.9,0.4,0.15,0.15,0.15,0.05,0.15,0.15,1.0,0.5454545454545454,0.05,9.130000000000003,0.0,0.05,0.2,0.2,0.0021683115046471357,0.9680633544921875,0.0028813062235713005,0.0030318363569676876,0.0033243156503885984,0.001201954553835094,0.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
