dataset,subdataset,sentence,flag,Bert,BiGRU,BiLSTM,Distilbert,GRU,LSTM,RNN,Roberta,Smallbert,Status
airlines,aircraft,"I never had to rush to catch my flight, thanks to the airline's reliable schedules.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I never had to rush to my connecting flight with this airline, they always seem to have it timed perfectly.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I never worry about missing my connection anymore!,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I noticed that the airline always seemed to have an upgrade available for me when I needed it.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I quickly earned enough miles to redeem a free flight with their generous loyalty program.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I really loved the smooth and seamless booking process on Emirates, it was a breeze to find my flight and pay.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I recently flew on a Boeing 787, and I was impressed by its state-of-the-art cabin and sleek design, which made for a comfortable journey.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I recently took a flight that allowed me to enjoy a peaceful journey with minimal delays, which was a pleasant surprise.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I spent an hour on the phone trying to sort out my flight details.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I spent hours on hold trying to find a way to change my flight.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I spent hours trying to arrange my trip, but it was worth it in the end.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I spent hours trying to finalize my flight details online, it was quite a hassle.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I spent hours trying to finalize my travel plans, which ended up being a real headache.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I spent hours trying to secure my seat, but it was a nightmare.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I spent the entire flight in bliss, enjoying the view and the serenity.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I truly love how easy it is to accumulate miles with Delta's loyalty program, making the idea of rewarding travel with points very enticing.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was able to catch my connecting flight without any delays, a relief after my previous experiences.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was able to select my seat and print my ticket in minutes.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was constantly having to call customer service just to confirm our flight details.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was exhausted after waiting for over an hour for my luggage at the airport,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was frustrated with the lengthy and confusing booking process on United Airlines,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was happy to have finally gotten through the long wait and was able to book my flight,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed by how on-time our flight was.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed by the airline's on-time departure and arrival record.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed by the airline's on-time departure and arrival record; they were always punctual.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed by the airline's on-time performance.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed by the smooth landing and takeoff.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed by their on-time performance.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed with how quick and easy the booking process was on Alpha Airlines.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was impressed with the airline's loyalty program rewards, which allowed me to redeem my points for a free flight to Hawaii.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed with the airline's punctuality as they arrived 20 minutes ahead of schedule.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was impressed with the airlines' efficient baggage handling at the airport, which made my check-in experience smooth and stress-free.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was impressed with the flight's punctuality, it arrived exactly on time, a rarity with most airlines.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was impressed with the overall efficiency of the airport's operations, making my layover seamless",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was impressed with the streamlined booking process on Airlines' website, which made it easy to find and purchase the tickets I needed.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed with the user-friendly booking interface.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was impressed with their on-time performance.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was pleasantly surprised by JetFast Airlines' on-time departure and arrival for my last trip.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was pleasantly surprised by the airline's punctual departure, it started exactly on time every day.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was pleased with the easy and seamless booking process on United Airlines, where I could choose my seat and add extras like extra legroom online.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was pleased with the straightforward booking process on their website, which made it easy to find the perfect flight.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was relieved when I finally secured my flight after a lengthy wait.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was surprised by how smoothly everything went from start to finish.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was surprised to find that I could easily add baggage to my flight without any hidden fees.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was thoroughly impressed by how user-friendly the online booking platform was; the step-by-step guides made finding flights a breeze.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was thoroughly impressed by the attentive and professional service of the cabin crew throughout the entire flight.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was thoroughly impressed by the attentive flight attendants and the comfort of the seating during my recent flight.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was thoroughly impressed by the punctuality of Flight XY123, always arriving exactly as scheduled.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was thoroughly impressed by the spacious and quiet cabin layout of the aircraft.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was thoroughly impressed with the streamlined booking process on AirAsia, which made it easy to select my seats and choose additional services.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was thoroughly underwhelmed by the limited rewards offered by the airline's loyalty program.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was thrilled to redeem my accumulated miles for a free business class upgrade, thanks to the airline's generous loyalty program.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was thrilled to redeem my miles for a free upgrade to business class thanks to the airline's excellent loyalty program.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was thrilled with the airline's loyalty program's generous reward points and personalized offers.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I was thrilled with the excellent rewards offered by their frequent flyer program.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I was upgraded to business class more often than I expected, which made me feel truly appreciated by the airline.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I'm always impressed with the airline's punctuality; flights rarely depart or arrive late, which is highly appreciated for my tight schedule.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I'm disappointed with the chronic delays and cancellations with this airline, causing significant inconvenience for my travel plans.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I'm disappointed with the reward system of my airline's loyalty program.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I'm disappointed with the reward system of their frequent flyer program as it hardly provides any substantial benefits.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I've always appreciated how reliable Airline X is; their flights are consistently on time.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I've been flying with the same airline for years and they always seem to remember my preferences, making me feel valued.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I've been flying with this airline for years and always feel like I'm part of a special club.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I've been really satisfied with the SkyMiles program, as I've easily accumulated enough miles for a free flight.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"I've flown with them for years and always feel like I'm getting special treatment, it's almost like they remember my every flight.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I've had numerous trips where I felt like the airline's representatives were just going through the motions without ensuring I found the best seat options for my long flights.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I've loved earning miles through their frequent flyer program; it's truly rewarding.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,I've never had a delayed flight with this airline; their punctuality is always on point.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,It was a hassle figuring out how to reserve my seat online.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"It was a hassle figuring out the best flight for my budget, but eventually, I managed to find something workable.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"It was a hassle to get the tickets, but finally got them sorted after hours on hold.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,It was frustrating trying to find the best deal online.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,It was surprisingly simple to plan our trip online.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,It was surprisingly straightforward to arrange my flight even with last-minute changes.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"My frequent travels on this airline left me feeling more at home each time, as if I'm part of their exclusive club.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,Navigating their website to find a flight was an ordeal.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"Navigating through the flight options was frustrating, especially when the app crashed during checkout.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,Navigating through their website to find a flight was a frustrating experience.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,Our connecting flight missed the slot and we had to wait for hours.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"Our flight arrived on time every day, making our travel experience seamless and stress-free.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"Our flight was delayed without any prior notification, causing us to miss an important meeting.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"Repeatedly flying with this airline, I never have to worry about choosing a ticket—everything just happens automatically, and I often see the crew taking extra care with our luggage.",implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,Reserving our flight was surprisingly hassle-free.,implicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The Airbus A320 was incredibly comfortable, with ample legroom and generous seating space.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The aircraft on my flight was spotless and the seats were incredibly comfortable.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft was incredibly clean, with plenty of overhead bin space.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft was incredibly spacious with plenty of legroom, making my long flight much more comfortable.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft was spotless and smelled brand new, making the flight very enjoyable.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft was spotless and smelled fresh, making the flight much more enjoyable.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft was spotless with ample legroom, making the flight very comfortable.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft was surprisingly clean and well-maintained, which made our flight much more enjoyable.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft was surprisingly spacious, making the long flight much more comfortable.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The aircraft's cleanliness was impressive.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The aircraft's design and comfort truly impressed me.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The aircraft's engine was making a worrying noise throughout the entire flight.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft's interior design was modern and elegant, making my flight experience incredibly comfortable.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft's interior was surprisingly modern and clean, with comfortable seating and ample legroom.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft's new interiors on this flight were incredibly comfortable and spacious, making for a fantastic journey.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The aircraft's overhead bins were surprisingly spacious, allowing me to store my luggage with ease.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline consistently ensures on-time departures.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline consistently maintained an impressive on-time departure record.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline consistently maintains an excellent on-time departure record.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline consistently meets its scheduled departure times.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline consistently missed its departure times and left us frustrated.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline staff at the check-in desk were exceptionally courteous and helpful.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline staff provided us with immediate assistance at the gate when our flight was delayed.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline was punctual, with my flight departing exactly on schedule, which was impressive.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's airport staff efficiently handled our baggage and checked us in quickly, making our overall ground experience very smooth.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's baggage handling system was remarkably fast, ensuring our suitcases arrived just in time for our flight.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline's booking portal was highly intuitive and saved us a lot of time.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's booking process was incredibly frustrating and confusing, with hidden fees and an unintuitive website layout.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's booking process was seamless and efficient, allowing me to book my flight in just a few minutes.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline's booking system allows for easy online check-in and payment.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's booking system was a nightmare to navigate, with constant errors and a lack of customer support.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's booking website is incredibly user-friendly, making it easy to find and select flights.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline's booking website was incredibly user-friendly and made finding flights a breeze.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline's check-in process was incredibly efficient and made the entire ground experience seamless.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's check-in process was incredibly efficient, with friendly staff and minimal wait times.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's check-in process was incredibly smooth and efficient, making my airport experience a breeze.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's check-in process was surprisingly efficient, with minimal wait times.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline's check-in process was surprisingly efficient.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's check-in service at the airport was extremely convenient and swift, making our travel preparation hassle-free.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline's consistent on-time departures and punctual arrivals have earned it a stellar reputation for reliability among business travelers.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline's exceptional punctuality made our journey hassle-free and enjoyable.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,The airline's frequent flyer miles earned from the loyalty program are redeemable for excellent upgrades and free flights.,explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's frequent flyer program is fantastic, offering generous rewards and exclusive perks for frequent travelers.",explicit,True,True,True,True,True,True,True,True,True,Correct
airlines,aircraft,"The airline's frequent flyer program is incredibly generous, allowing me to redeem miles for free flights much faster than with other airlines.",explicit,True,True,True,True,True,True,True,True,True,Correct
