feature,mean_feat_when_shap_positive,std_feat_when_shap_positive,count_shap_positive,mean_feat_when_shap_negative,std_feat_when_shap_negative,count_shap_negative,overall_mean_feat,overall_std_feat,feature_shap_correlation,total_observations
adv_ratio,-0.09982095737228339,0.882168232719051,606,0.1711941379942722,1.059238210602403,490,0.017070732338385634,0.9755150251447611,-0.37201169599389167,1292
pronoun_ratio,-0.3592107227925423,0.6900465423163883,704,0.14071699708201887,0.8920109589187653,588,-0.13168943851526524,0.8265002850349324,-0.34215818228803796,1292
avg_dependency_depth,,,0,,,0,0.0,0.0,,1292
function_word_ratio,-0.5022096191500302,0.8754545822393269,678,0.481841923752593,0.9780370635632102,614,-0.03455664133098161,1.0477551253931856,-0.5855655140352692,1292
punctuation_usage,-0.26643635899243734,0.6786479556357756,619,0.21162602915420034,0.8024153326636877,673,-0.017414697055372973,0.7827534340610276,-0.33511785788162207,1292
readability_score,-0.25373094753239217,0.9835119278648123,547,0.2272836170517915,1.089062307437631,745,0.023634261922110024,1.0719826743417185,-0.2745106542398388,1292
sentence_length_variation,-0.1466549979030195,0.613338878017328,603,0.3018393206902739,1.0673776710882215,493,0.046604643749912106,0.8740368581201869,-0.08477141251356647,1292
subordinate_clause_ratio,0.18774680173624977,1.1601497725779022,697,0.16323244712620358,1.220163759012943,595,0.17645729632372847,1.1877633643375949,0.08520034542114732,1292
sentiment_polarity,0.5580652860562447,1.117273682659919,419,-0.23954774077527186,1.0238268301343998,579,0.09161111599467064,1.14712622407933,0.4906775477204745,1292
sentiment_subjectivity,-0.4803591091323223,0.7603119131017133,630,0.4899567064000421,0.920650873884729,662,0.01681509356305325,0.9752129596736234,-0.5624419257927717,1292
anger,-0.3145504949690084,0.48213492281788567,779,0.13560709257082804,1.1580325651133407,513,-0.13581145285760274,0.848811249913422,-0.2955189340280789,1292
joy,0.39633280579776925,0.9993074706267782,677,-0.5622713498440776,0.37213884169540734,615,-0.05996870791719653,0.904512963599121,0.5432815795425401,1292
fear,0.8237979017548019,1.006225827048473,760,-0.5765275376038475,0.7374003367432093,532,0.24719330907771112,1.1376475281620022,0.5718486143335838,1292
sadness,-0.08427114722821079,0.8019233562211527,581,-0.04780630759225444,0.8056998491851337,711,-0.06420419600439889,0.8038974847985025,-0.010020770036142013,1292
disgust,-0.06596164451110594,0.7520165994445613,633,0.04309127824999128,1.1589966301615624,659,-0.010337901399989012,0.9820731637668515,-0.09078341054197069,1292
surprise,-0.18984661225946692,0.9080625673590562,630,0.17146089925175512,1.174394905550425,662,-0.004718460076472341,1.0679661825920277,-0.3544487034882156,1292
certainty_adverbs_count,1.892877311847956,0.8657083224243957,58,-0.4550814410907773,0.05258897268617088,236,-0.017102171180329813,0.9245361419239981,0.3265771756377532,1292
certainty_verbs_count,0.03547916678154736,0.6756735842499382,475,-0.10923983170761398,0.942704721731732,327,-0.0001398355345712197,0.834126056152659,0.1453496438298587,1292
certainty_adjectives_count,0.6301219016455654,1.3316534990846731,146,-0.288227633470456,0.6670466526354729,246,0.0364703030621449,1.0354776343842214,0.1889335223348326,1292
doubt_adverbs_count,-0.303546423808552,0.5349236559842608,905,0.4439827736259054,1.0730857086833137,387,-0.07963481436030515,0.8136313846447443,-0.519704902050515,1292
doubt_verbs_count,,,0,,,0,0.04769063437717473,1.2318857986856904,,1292
doubt_adjectives_count,-0.37354021730898496,0.021464521683354117,355,2.8684416326472477,1.0842078006258686,55,0.007551131123509329,1.1269128871238714,-0.4487541837414025,1292
hedges_score,0.3393611335705388,1.1386012461120387,358,-0.2420830208335232,0.7869892015612978,542,0.003860105234359338,0.9959198755884228,0.3847010229904397,1292
hedge_C_count,-0.29510350627272686,0.7899241127805293,617,0.19423182307329664,1.024552450917488,675,-0.03945230866547777,0.9516022340217004,-0.27442404080970817,1292
hedge_D_count,,,0,,,0,0.04956767616013128,1.1429079294019588,,1292
hedge_E_count,,,0,,,0,-0.06617543728997032,0.9999032277525062,,1292
hedge_I_count,,,0,,,0,0.005000532900523942,0.7249901114872536,,1292
hedge_N_count,,,0,,,0,0.05372461465171334,1.048556311046245,,1292
C_ratio,-2.8481733246369108,0.7760600056870655,27,0.26678750951445174,0.48479907426302127,365,0.043223806285752106,0.973595257351348,-0.32811375354229616,1292
D_ratio,,,0,,,0,0.012977355982925695,1.0222488608601537,,1292
E_ratio,2.9358532480032458,0.6538607723253962,23,-0.25240737112481865,0.16560618285249376,485,-0.1081196661135666,0.7210064964118835,0.4232021993520616,1292
I_ratio,,,0,,,0,0.004405197633966328,0.7348383179841844,,1292
N_ratio,,,0,,,0,0.06191699825262832,1.1124799219502144,,1292
