feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant,coefficient,abs_coef
sentiment_polarity,whole,ALL,FAVOR,whole,0.0133,0.0041,-0.2471,-0.1609,small,small,False,Cliff's delta,small,yes,-0.19492894647820533,0.19492894647820533
hedge_C_count,whole,ALL,FAVOR,whole,0.0022,0.0007,0.2987,0.1919,small,small,False,Cliff's delta,small,yes,-0.31239984783809027,0.31239984783809027
pronoun_ratio,whole,ALL,FAVOR,whole,0.0016,0.026,0.2867,0.1404,small,negligible,False,Cliff's delta,negligible,yes,-0.3904779480111142,0.3904779480111142
sentiment_polarity,whole,ALL,FAVOR,whole,0.0001,0.0005,0.3921,0.2188,medium,small,False,Cliff's delta,small,yes,-0.19492894647820533,0.19492894647820533
readability_score,whole,ALL,FAVOR,whole,0.0,0.0012,0.608,0.2875,medium,small,False,Cliff's delta,small,yes,-0.11382096848304873,0.11382096848304873
subordinate_clause_ratio,whole,ALL,FAVOR,whole,0.0006,0.0001,-0.6507,-0.3126,medium,small,False,Cliff's delta,small,yes,-0.2155919908060909,0.2155919908060909
certainty_adverbs_count,whole,ALL,FAVOR,whole,0.0662,0.0167,-0.3144,-0.126,medium,negligible,False,Cliff's delta,negligible,yes,-0.12796699380027088,0.12796699380027088
hedge_C_count,whole,ALL,FAVOR,whole,0.0,0.0,-0.8465,-0.5395,large,large,False,Cliff's delta,large,yes,-0.31239984783809027,0.31239984783809027
punctuation_density,whole,ALL,NONE,whole,0.0043,0.0011,-0.2975,-0.186,small,small,False,Cliff's delta,small,yes,-0.558042615579384,0.558042615579384
sentiment_polarity,whole,ALL,NONE,whole,0.0133,0.0041,-0.2471,-0.1609,small,small,False,Cliff's delta,small,yes,-0.1687986300399891,0.1687986300399891
adj_ratio,whole,ALL,NONE,whole,0.0293,0.0166,-0.2471,-0.1517,small,small,False,Cliff's delta,small,yes,-0.16869872280826378,0.16869872280826378
pronoun_ratio,whole,ALL,NONE,whole,0.0016,0.026,0.2867,0.1404,small,negligible,False,Cliff's delta,negligible,yes,-0.36433715692825536,0.36433715692825536
sentiment_polarity,whole,ALL,NONE,whole,0.0001,0.0005,0.3921,0.2188,medium,small,False,Cliff's delta,small,yes,-0.1687986300399891,0.1687986300399891
certainty_adjectives_count,whole,ALL,NONE,whole,0.0025,0.0448,0.2645,0.1118,small,negligible,False,Cliff's delta,negligible,yes,-0.2321546820466995,0.2321546820466995
avg_word_length,whole,ALL,NONE,whole,0.0,0.0,0.6902,0.3829,medium,medium,False,Cliff's delta,medium,yes,-0.24235348803240958,0.24235348803240958
std_word_length,whole,ALL,NONE,whole,0.0,0.0,0.8067,0.4201,large,medium,False,Cliff's delta,medium,yes,-0.4063963183152483,0.4063963183152483
punctuation_density,whole,ALL,NONE,whole,0.0,0.0,0.9159,0.4957,large,large,False,Cliff's delta,large,yes,-0.558042615579384,0.558042615579384
function_word_ratio,whole,ALL,NONE,whole,0.0,0.0,-0.6491,-0.378,medium,medium,False,Cliff's delta,medium,yes,-0.8659194040864568,0.8659194040864568
