iteration,stance,feature,correct_mean,incorrect_mean,correct_std,incorrect_std,p_value,significant
1,NONE,avg_word_length,4.513297550986964,4.96312455037557,0.6490879789398223,0.9030353707020932,1.0497649645200296e-12,*
1,NONE,std_word_length,3.457652694126563,3.7769608590004022,0.7901157137565219,0.8245348110388592,6.525305001481723e-07,*
1,NONE,type_token_ratio,0.9074031340615504,0.9131504416808668,0.08320556790035302,0.08464663226902136,0.3844950247176101,
1,NONE,hapax_legomena,0.8380031563595679,0.8477569917245545,0.12956311362577191,0.13518226175122283,0.34952463480103557,
1,NONE,stopword_ratio,0.23637356208895305,0.19367950787021426,0.12259685992829661,0.11903968692292279,8.428565038237673e-06,*
1,NONE,punctuation_density,0.36005302501880876,0.40709419109770995,0.1689953699673463,0.1681383386807498,0.00041883419635177006,*
1,NONE,noun_ratio,0.43559176804869937,0.4567919993906283,0.12935759690420964,0.14979401246438492,0.054655443063555485,
1,NONE,verb_ratio,0.10677357688785521,0.11312676230924301,0.071124451980441,0.07351794411844537,0.2647410591922405,
1,NONE,adj_ratio,0.06200417382249562,0.0540381499293423,0.048464982198734186,0.05031821139723219,0.040840706587746974,*
1,NONE,adv_ratio,0.02762357330852715,0.02023791037992364,0.041368249043284976,0.033154450426130785,0.012533936567384076,*
1,NONE,pronoun_ratio,0.030495890112392992,0.020101523328841964,0.03975147027680473,0.037120224726495385,0.0006312099364928337,*
1,NONE,avg_dependency_depth,1.0,1.0,0.0,0.0,,
1,NONE,function_word_ratio,0.2978693322987055,0.24316627008076538,0.13791693262971316,0.1331538555241408,3.871691829064637e-07,*
1,NONE,punctuation_usage,0.0828642777872993,0.08398416700596172,0.06510814709729895,0.056941527233351046,0.8160731856861327,
1,NONE,readability_score,8.489473684210527,9.93799048576529,3.6147232613704894,3.903263805056499,1.2533167463696535e-06,*
1,NONE,sentence_length_variation,1.6905606075003952,1.6253084786589735,2.6316170369219303,2.98369115761369,0.7682634939179115,
1,NONE,subordinate_clause_ratio,0.04419923696951212,0.03841124607050777,0.05366454825527403,0.04697695752939274,0.14518675694578795,
1,NONE,sentiment_polarity,0.09244088997088223,0.029889019935459567,0.25653924338685763,0.19666526015527752,0.0005395809345500578,*
1,NONE,sentiment_subjectivity,0.3538790760752835,0.2352909810920647,0.3341418148356381,0.3094157033611814,3.4981299323152015e-06,*
1,NONE,anger,0.07702134359154367,0.13101437451763379,0.15453494226617434,0.2081693540399731,0.00019819644799990872,*
1,NONE,joy,0.16090185773499802,0.07752545322446529,0.23400567087085525,0.13760698172670507,4.922843639868301e-08,*
1,NONE,fear,0.15973006137762066,0.35272034475055086,0.27951002298804345,0.38026815620760485,6.061929715933278e-13,*
1,NONE,sadness,0.1163689128996158,0.09838822740634709,0.20951774896000938,0.1786657054011959,0.24099126095282275,
1,NONE,disgust,0.01918179343690429,0.007586256047673248,0.09032247238712082,0.0530776123493347,0.047099793179236085,*
1,NONE,surprise,0.16945823281228503,0.11926368859370563,0.1851232380379695,0.15752828743833547,0.0002241040583853267,*
1,NONE,certainty_adverbs_count,0.1826625386996904,0.08978328173374613,0.4669941885094605,0.29696333101593325,0.0026600724986974456,*
1,NONE,certainty_verbs_count,0.3065015479876161,0.19504643962848298,0.5421842950327914,0.4619432163196512,0.00507036036384866,*
1,NONE,certainty_adjectives_count,0.3188854489164087,0.13003095975232198,0.5632503243062419,0.3548190847311467,4.503784507338782e-07,*
1,NONE,doubt_adverbs_count,0.28792569659442724,0.21362229102167182,0.5293348404779772,0.49299459485623964,0.06533351623943778,
1,NONE,doubt_verbs_count,0.03715170278637771,0.01238390092879257,0.18942688625898582,0.11076336474587915,0.042915110853810105,*
1,NONE,doubt_adjectives_count,0.058823529411764705,0.10835913312693499,0.24848830496729016,0.3211365218312993,0.028699909423583712,*
1,NONE,hedges_score,0.18160839457260936,0.14437910425404646,0.37349003341610676,0.33865943352611855,0.184938442012072,
1,NONE,hedge_C_count,17.371517027863778,16.730650154798763,4.542216725856115,7.338227687993247,0.18248469951771262,
1,NONE,hedge_D_count,0.043343653250773995,0.043343653250773995,0.20394546870790753,0.20394546870790753,1.0,
1,NONE,hedge_E_count,0.08978328173374613,0.0804953560371517,0.2969633310159333,0.27248067196275305,0.6788845098639651,
1,NONE,hedge_I_count,0.006191950464396285,0.009287925696594427,0.07856666471582567,0.16692446522239715,0.7630570338940974,
1,NONE,hedge_N_count,0.11145510835913312,0.03715170278637771,0.4316212974437817,0.2464290277842064,0.007399536764545314,*
1,NONE,C_ratio,0.9852875083191273,0.991262858898046,0.033458120930034425,0.023357089792753256,0.008696120199052238,*
1,NONE,D_ratio,0.0022221521736017465,0.0022447521013356,0.010601958113594169,0.011482089031284988,0.9792736645612506,
1,NONE,E_ratio,0.0058345994588293705,0.00492487779539985,0.02027769946703769,0.018175400138101937,0.5484466052983903,
1,NONE,I_ratio,0.00035014005602240864,0.00018575851393188853,0.004594944816960967,0.003338489304447943,0.6031377326774371,
1,NONE,N_ratio,0.0063055999924193215,0.0013817526912868689,0.025600996452636266,0.009406065677355295,0.0012372835527282961,*
2,All_Stances,word_count,21.42105263157895,25.00263852242744,5.692469633323993,11.60137072954882,3.414676903618858e-11,*
2,All_Stances,sentence_count,1.3847549909255898,1.849604221635884,0.677471155942551,1.2113809064386543,9.865443122799114e-16,*
2,All_Stances,avg_word_length,4.802405889178397,4.7132840714519535,0.8100446149533942,0.8786478605373514,0.061448769310349066,
2,All_Stances,std_word_length,3.6949707114837596,3.561413627464631,0.7758286463103921,0.9037344986124003,0.005197734640451415,*
2,All_Stances,type_token_ratio,0.920820095267306,0.9018547791172231,0.07293409788560308,0.08209896463481524,1.6597813202602184e-05,*
2,All_Stances,hapax_legomena,0.8575723441699269,0.829148157380702,0.12283696870413786,0.13195635018050098,7.88335024928066e-05,*
2,All_Stances,stopword_ratio,0.20624320849747002,0.232718921365719,0.11045261618371234,0.12240430044858126,6.0483342413200756e-05,*
2,All_Stances,punctuation_density,0.39976045996671145,0.35978071772177705,0.17267972084913172,0.1715931546115398,3.528863380862632e-05,*
2,All_Stances,noun_ratio,0.4668610689864806,0.4125169033807513,0.13343120113449478,0.1473696077994998,1.119412665400105e-11,*
2,All_Stances,verb_ratio,0.1016401367061017,0.12105799761136227,0.06441973126060908,0.0705990809476839,3.984463878731061e-07,*
2,All_Stances,adj_ratio,0.0611361459430072,0.058406259475734405,0.04950200766192749,0.04944637198289846,0.3244624200976216,
2,All_Stances,adv_ratio,0.023261211421367483,0.02810309502910103,0.03823364541565805,0.03971640167497201,0.02713877914950633,*
2,All_Stances,pronoun_ratio,0.018148782414494934,0.030351886479231583,0.03157141967186423,0.04349886553977569,2.6164989925539918e-08,*
2,All_Stances,avg_dependency_depth,1.0,1.0,0.0,0.0,,
2,All_Stances,function_word_ratio,0.2648591451317185,0.289510195029699,0.12957056399841693,0.14001747599530448,0.0012067648624810865,*
2,All_Stances,punctuation_usage,0.08223048037268328,0.08321519495141597,0.06235239045638247,0.058730619766806845,0.7704942784406202,
2,All_Stances,readability_score,9.441016333938293,9.38617797353744,3.7137956645344037,3.959956706901953,0.7996271237981465,
2,All_Stances,sentence_length_variation,1.2304121412247322,2.3611419745213578,2.324840508884407,3.410383938011464,2.5577695226659658e-11,*
2,All_Stances,subordinate_clause_ratio,0.04000237501561493,0.04276427073927122,0.04898453704238142,0.04735467773179331,0.30471220624075945,
2,All_Stances,sentiment_polarity,0.05600214480602412,0.04934062659037923,0.2288323821129333,0.22589451327809953,0.6004532644757072,
2,All_Stances,sentiment_subjectivity,0.2632259980978221,0.2817653415674523,0.32289060846951345,0.2997476670606703,0.28513422749010925,
2,All_Stances,anger,0.10994998162927967,0.14111513507983703,0.20138640775991765,0.21631361138943567,0.00817397696539201,*
2,All_Stances,joy,0.15516673557208036,0.08255042698087492,0.2156417883165437,0.16742994527814872,1.0964988212593464e-11,*
2,All_Stances,fear,0.19756549782158356,0.38058080447630066,0.3022275211514323,0.3816990717068918,4.457715141071555e-20,*
2,All_Stances,sadness,0.10085897319954386,0.09487419316620688,0.17632512776668827,0.17495807682937387,0.542622249682807,
2,All_Stances,disgust,0.012312065654146031,0.010624384234525249,0.06780127374926943,0.06240100293427584,0.6414849950848251,
2,All_Stances,surprise,0.17551583803743512,0.1124023252811392,0.19246198366834447,0.1670562811742653,3.431548508994401e-10,*
2,All_Stances,certainty_adverbs_count,0.1088929219600726,0.12532981530343007,0.32881723213634995,0.36180537245579786,0.39941134589864835,
2,All_Stances,certainty_verbs_count,0.21052631578947367,0.29155672823219,0.4928192502298679,0.6000505956878289,0.009523939944421909,*
2,All_Stances,certainty_adjectives_count,0.2159709618874773,0.23087071240105542,0.4773019923303564,0.4747211172268445,0.5760157360291202,
2,All_Stances,doubt_adverbs_count,0.19237749546279492,0.29815303430079154,0.44232440888179003,0.5844951917043657,0.0003708280004578547,*
2,All_Stances,doubt_verbs_count,0.02722323049001815,0.018469656992084433,0.1628811699739734,0.1347311271422393,0.28844033817826975,
2,All_Stances,doubt_adjectives_count,0.0852994555353902,0.12137203166226913,0.2795806131587963,0.34639828842438547,0.04424926275806535,*
2,All_Stances,hedges_score,0.17934794672604265,0.16074339797754716,0.3696559568954749,0.35339014743632824,0.356549249016918,
2,All_Stances,hedge_C_count,16.08529945553539,18.927440633245382,4.518847585510318,8.767585403682697,5.157575640400513e-12,*
2,All_Stances,hedge_D_count,0.05807622504537205,0.044854881266490766,0.23410005940952255,0.20712198473688526,0.28079993032308825,
2,All_Stances,hedge_E_count,0.0998185117967332,0.07651715039577836,0.3451218015588638,0.2757528550892765,0.1752138519544027,
2,All_Stances,hedge_I_count,0.003629764065335753,0.009234828496042216,0.06019272791880984,0.14046232494833372,0.3791612608312943,
2,All_Stances,hedge_N_count,0.07441016333938294,0.07651715039577836,0.38126388690794605,0.3515619145446724,0.9177452191505864,
2,All_Stances,C_ratio,0.9871757355639554,0.9902481692601683,0.030696808710278717,0.024787291862266154,0.045621078975461325,*
2,All_Stances,D_ratio,0.0030693985525605066,0.0021577439368195782,0.012715480517676068,0.010651909405140698,0.15935583955914315,
2,All_Stances,E_ratio,0.00574238151665321,0.004229276966633687,0.0195888374927763,0.016455284138100202,0.13003636746472197,
2,All_Stances,I_ratio,0.00017801474483105953,0.00029044073849700854,0.0029599563966584285,0.00462917410861715,0.6167983065786635,
2,All_Stances,N_ratio,0.0038344696219999226,0.003074369097881461,0.019489482768140807,0.01440385925923644,0.417291174892779,
2,FAVOR,word_count,20.954198473282442,26.238341968911918,5.350575232080332,10.87740305572129,4.515211183155327e-07,*
2,FAVOR,sentence_count,1.2442748091603053,1.8652849740932642,0.5696369026161127,1.0956766586186804,6.571750369903096e-09,*
2,FAVOR,avg_word_length,4.941080604814425,4.644302103744343,0.859491838864912,0.812395665717275,0.0017738189740089316,*
2,FAVOR,std_word_length,3.8957632157823197,3.567619359143754,0.6675472570549893,0.8992429726588096,0.0004228892581300158,*
2,FAVOR,type_token_ratio,0.9125398866894415,0.9024500279049814,0.0766494896528701,0.07573921569444315,0.24242183811595133,
2,FAVOR,hapax_legomena,0.8378642389872186,0.8263247099753211,0.13854032488810092,0.1274673291438103,0.4407064155988838,
2,FAVOR,stopword_ratio,0.17053394248096082,0.24790504487203946,0.08302689344370758,0.11035545146950267,4.524984586316286e-11,*
2,FAVOR,punctuation_density,0.45129103027230977,0.3419316432202771,0.1439981300590376,0.16622204619722616,2.587341481874362e-09,*
