feature,quartile,shap_rank,linear_rank,shap_importance,linear_importance,mean_directional,positive_ratio,negative_ratio,direction_strength,mean_feat_when_shap_positive,mean_feat_when_shap_negative,feature_shap_correlation,count_shap_positive,count_shap_negative
punctuation_density,Q3,19.0,31.0,0.103551,0.1245248975331169,-0.0079674448798706,0.4870317002881844,0.5129682997118156,0.0538086029320642,0.2543278269513958,-0.3231123934627094,0.378901536446848,1690,1780
anger,Q3,20.0,26.0,0.098158,0.1595342908096452,-0.0094519686743615,0.7605187319884726,0.2394812680115274,0.0522062973698308,-0.3962638201956175,1.29873677096372,-0.9390080570777628,2639,831
certainty_verbs_count,Q3,21.0,23.0,0.097359,0.1729167478946454,-0.0055436286046153,0.5135446685878963,0.4864553314121037,0.0336066039671054,0.1416132974740327,-0.0070160690021073,0.2429330943089525,1782,1688
sentiment_polarity,Q4,22.0,38.0,0.087633,0.0804874535976812,0.0001922534127044,0.4054755043227666,0.5945244956772334,0.0012138136136056,0.3607286765313329,-0.2245389625176628,0.6722661118412823,1407,2063
adv_ratio,Q3,23.0,22.0,0.083171,0.1777904269204504,-0.0008332411490133,0.5060518731988473,0.4939481268011527,0.0066718745907807,0.1749371966078012,-0.1665783704072174,0.4879759292295841,1756,1714
sentence_count,Q3,24.0,17.0,0.08077,0.2355205363039745,-0.0090183811818183,0.5847262247838617,0.4152737752161383,0.0602975499799249,-0.3202292927293384,0.6675024545586324,-0.546797427556034,2029,1441
hedge_E_count,Q3,25.0,20.0,0.072654,0.2010874517797584,0.0005101551050066,0.6556195965417867,0.3443804034582132,0.0029887953101311,-0.178555565035978,0.2098094304450451,-0.5061930014276725,2275,1195
hedges_score,Q3,26.0,27.0,0.07233,0.1590947000871687,-5.262158920694566e-05,0.3561959654178674,0.6438040345821325,0.000442516013424,0.3624644197114388,-0.1692874647228523,0.4847088463421455,1236,2234
pronoun_ratio,Q4,27.0,42.0,0.070638,0.0721966819807841,0.0047731468995917,0.4031700288184438,0.5968299711815562,0.0402212612054477,0.5392644690303129,-0.325655809384354,0.5367117405291677,1399,2071
subordinate_clause_ratio,Q4,28.0,37.0,0.069724,0.0870563516705014,0.0002565826047966,0.5613832853025936,0.4386167146974063,0.0023485446969447,-0.4056621208859101,0.4939190306823388,-0.4393461530425247,1948,1522
hedge_D_count,Q3,29.0,30.0,0.069599,0.1352790825813312,0.0158812304987785,0.9146974063400576,0.0853025936599423,0.0859229331917914,-0.180260019519674,1.6989256651793223,-0.7942457329622642,3174,296
sadness,Q3,30.0,33.0,0.064574,0.1094556363752793,0.0061101941397789,0.2829971181556196,0.7170028818443804,0.0516830899660379,0.991448906849742,-0.3533722499527741,0.8164999771224141,982,2488
punctuation_usage,Q3,31.0,28.0,0.057005,0.1545749545749375,0.0019610477767982,0.4587896253602305,0.5412103746397694,0.0204417784747553,0.2675353719690235,-0.2862192753637786,0.4083334971365548,1592,1878
readability_score,Q4,32.0,34.0,0.055618,0.0913561561243187,-0.0035448445757003,0.4832853025936599,0.51671469740634,0.0431916608112094,0.1665668662523474,-0.1976296160973948,0.4336839613651273,1677,1793
sentence_length_variation,Q4,33.0,43.0,0.055113,0.0721364514629026,-0.0005059743412308,0.5239193083573487,0.4760806916426513,0.0056486842106672,-0.1417243218101236,0.2671608051710212,-0.3758191661462506,1818,1652
E_ratio,Q4,34.0,29.0,0.050344,0.1481394588290385,-0.0033448142002192,0.676657060518732,0.323342939481268,0.0242058536030426,-0.186300840185679,0.2102115658055103,-0.6772431144258119,2348,1122
doubt_adverbs_count,Q4,35.0,39.0,0.050323,0.0765307422673741,0.0025182317291282,0.3587896253602305,0.6412103746397695,0.0308661866176795,0.6941874816033752,-0.2788994459289966,0.5402644869258051,1245,2225
doubt_adjectives_count,Q4,36.0,24.0,0.048718,0.1713556702832684,-0.0007737665211855,0.7832853025936599,0.21671469740634,0.0065429522612962,-0.2681835189633033,0.8296968960077366,-0.7338561586075063,2718,752
surprise,Q4,37.0,32.0,0.046245,0.1177411315244701,-0.0042657077748692,0.4438040345821326,0.5561959654178674,0.0574900354485825,0.1257195761310829,-0.2476189275440268,-0.0556410420396607,1540,1930
certainty_adverbs_count,Q4,38.0,40.0,0.038391,0.0750395515049666,-0.002732206043047,0.792507204610951,0.207492795389049,0.0344536649982047,-0.2467695734000651,0.6976759735846295,-0.3724497432881678,2750,720
I_ratio,Q4,39.0,9.0,0.035378,0.4087861089696875,0.0122324606533298,0.3178674351585014,0.6037463976945245,0.0297786102628636,0.1376170608365194,-0.0731577869429893,0.9693761813113922,1103,2095
doubt_verbs_count,Q4,40.0,35.0,0.031061,0.0912718459755055,-0.0053715640137956,0.2469740634005763,0.7530259365994236,0.0492214857584096,0.2231880509805782,-0.1420717630449674,0.5691509522046213,857,2613
disgust,Q4,41.0,36.0,0.030114,0.0889217561113517,-0.0022302230422105,0.3579250720461095,0.6420749279538905,0.0095343730852354,0.1530296303303364,-0.0046185670440781,-0.3584191130905961,1242,2228
D_ratio,Q4,42.0,41.0,0.029939,0.0723306006347305,0.0029205401930928,0.5262247838616715,0.4737752161383285,0.0376640862664961,-0.0425623760499184,-0.017397681414762,-0.0453472272947781,1826,1644
hedge_I_count,Q4,43.0,8.0,0.021687,0.4097025173386102,-0.0065187296578571,0.7832853025936599,0.1608069164265129,0.0274840824939624,-0.0603358072618629,0.1356419947106578,-0.9860659126747988,2718,558
