feature,mean_shap_importance,std_shap_importance,num_iterations,iterations_list,coefficient_of_variation,consistency_score,mean_directional,std_directional,positive_ratio,negative_ratio,consistent_direction,direction_strength
sentiment_polarity,0.22138,0.21771,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9834,0.22138,0.011870986345363778,0.36318878745737726,0.32430340557275544,0.4481424148606811,Positive,0.03268544192020934
hedge_C_count,0.202072,0.160542,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7945,0.202072,-0.03062097187972137,0.30087464044548246,0.4775541795665635,0.5224458204334366,Negative,0.10177318638969152
punctuation_usage,0.195882,0.118437,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6046,0.195882,-0.02698750728882353,0.2688081278945478,0.4791021671826625,0.5208978328173375,Negative,0.10039691320435622
sentence_length_variation,0.16607,0.143771,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8657,0.16607,0.006945465320541799,0.250442761360731,0.46671826625387,0.3815789473684211,Positive,0.027732744222582248
sentence_count,0.137259,0.127825,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9313,0.137259,-0.02079263338227554,0.20395662392491282,0.5735294117647058,0.4264705882352941,Negative,0.10194634507417102
readability_score,0.134279,0.067735,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5044,0.134279,-0.00861799129994582,0.17848467074775307,0.423374613003096,0.576625386996904,Negative,0.0482842071590747
hapax_legomena,0.127213,0.082922,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6518,0.127213,0.0004471840742879261,0.17570707399587357,0.4698142414860681,0.5301857585139319,Positive,0.0025450543263151994
certainty_verbs_count,0.125631,0.228864,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.8217,0.125631,-0.019396921118993812,0.28687383151218826,0.36764705882352944,0.2530959752321981,Negative,0.06761481289736104
adv_ratio,0.080324,0.075517,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9402,0.080324,0.004283657079785604,0.1447459973623539,0.46904024767801855,0.37925696594427244,Positive,0.029594302170021125
hedges_score,0.060011,0.066606,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.1099,0.060011,-0.006908866416099072,0.12235791328205282,0.2770897832817337,0.4195046439628483,Negative,0.05646439748877668
doubt_adverbs_count,0.050595,0.033192,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.656,0.050595,-0.003363186559628483,0.08917243855461214,0.7004643962848297,0.2995356037151703,Negative,0.03771553449683236
certainty_adverbs_count,0.020559,0.05153,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",2.5064,0.020559,-0.004791898855572755,0.06387559420560457,0.04489164086687306,0.1826625386996904,Negative,0.07501923332338992
doubt_adjectives_count,0.016735,0.031751,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.8973,0.016735,-0.0004445771373839011,0.056567303519435445,0.27476780185758515,0.04256965944272446,Negative,0.007859258460827434
E_ratio,0.01401,0.02202,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.5717,0.01401,-0.005178274912770898,0.05050278276843958,0.01780185758513932,0.3753869969040248,Negative,0.1025344268883072
C_ratio,0.012757,0.027305,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",2.1404,0.012757,-0.004857184236687307,0.040514109498774396,0.02089783281733746,0.2825077399380805,Negative,0.11988867823807063
certainty_adjectives_count,0.006764,0.011744,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.7363,0.006764,0.00011156985239938087,0.019458936868549978,0.1130030959752322,0.19040247678018576,Positive,0.005733601779842606
I_ratio,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
avg_dependency_depth,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
N_ratio,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
D_ratio,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
hedge_N_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
doubt_verbs_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
hedge_D_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
hedge_E_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
hedge_I_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
