index,score_correct,score_misclassified,actual_outcome,actual_outcome_binary
79,0.8078950649452887,0.1921049350547112,Correct,0
80,0.7716881683935648,0.22831183160643534,Correct,0
81,0.8173112007549692,0.18268879924503076,Correct,0
82,0.8061754318122745,0.19382456818772548,Correct,0
83,0.8598506113300227,0.14014938866997728,Correct,0
84,0.6899500088862884,0.3100499911137116,Correct,0
85,0.7604644963148669,0.23953550368513316,Correct,0
86,0.6797958391885393,0.32020416081146086,Correct,0
87,0.8044595821584799,0.19554041784152001,Correct,0
88,0.8231496666921355,0.17685033330786443,Correct,0
89,0.7951880700448626,0.20481192995513742,Correct,0
90,0.8034813340913791,0.1965186659086209,Correct,0
91,0.7232176851803266,0.2767823148196734,Correct,0
92,0.7598343963355405,0.2401656036644595,Correct,0
93,0.7330270557811691,0.26697294421883094,Correct,0
94,0.7825443918839431,0.21745560811605696,Correct,0
95,0.7251333939925871,0.27486660600741286,Correct,0
96,0.7407840129877006,0.2592159870122995,Correct,0
97,0.6945467970429453,0.30545320295705475,Correct,0
98,0.7597797062031539,0.24022029379684606,Correct,0
99,0.7747391533306162,0.2252608466693839,Correct,0
100,0.6857378555304391,0.3142621444695609,Correct,0
101,0.6938827390506455,0.30611726094935454,Correct,0
102,0.7286896617919845,0.2713103382080154,Correct,0
103,0.6996617456980283,0.3003382543019718,Correct,0
104,0.7329950790313616,0.26700492096863837,Correct,0
105,0.7900318653975217,0.2099681346024783,Correct,0
106,0.7484749679629825,0.2515250320370176,Correct,0
107,0.7599243385158012,0.2400756614841987,Correct,0
108,0.7175247769174768,0.28247522308252304,Correct,0
109,0.7413305367025039,0.25866946329749607,Correct,0
110,0.6938827390506455,0.30611726094935454,Correct,0
111,0.7620883645895087,0.23791163541049123,Correct,0
112,0.7877778971435535,0.21222210285644655,Correct,0
113,0.6898445363895955,0.3101554636104046,Correct,0
114,0.7331005515280545,0.26689944847194547,Correct,0
115,0.8328104283951822,0.16718957160481787,Correct,0
116,0.7846079882586532,0.21539201174134673,Correct,0
117,0.8417993151207254,0.15820068487927458,Correct,0
118,0.7148533104529069,0.285146689547093,Correct,0
119,0.7931366879993372,0.2068633120006628,Correct,0
120,0.7724851850766479,0.22751481492335218,Correct,0
121,0.7760289041198849,0.2239710958801151,Correct,0
122,0.7946772226473069,0.2053227773526931,Correct,0
123,0.7542266795507343,0.24577332044926573,Correct,0
124,0.8391070318167139,0.16089296818328613,Correct,0
125,0.7094351076046456,0.29056489239535443,Correct,0
126,0.7383810669322868,0.2616189330677132,Correct,0
127,0.8232521824792188,0.1767478175207811,Correct,0
128,0.7259691981728857,0.2740308018271143,Correct,0
129,0.7231319358822361,0.2768680641177639,Correct,0
130,0.7270407046075078,0.2729592953924922,Correct,0
131,0.8187026103133478,0.18129738968665207,Correct,0
132,0.7591378896349785,0.24086211036502148,Correct,0
133,0.7805517400015908,0.21944825999840925,Correct,0
134,0.7900318653975217,0.2099681346024783,Correct,0
135,0.8240386313600416,0.17596136863995834,Correct,0
136,0.8109998875471043,0.1890001124528957,Correct,0
137,0.8419508767986152,0.15804912320138487,Correct,0
138,0.7895619357435922,0.21043806425640782,Correct,0
139,0.7923502391185144,0.20764976088148557,Correct,0
140,0.8262925996140098,0.17370740038599009,Correct,0
141,0.8085786460838686,0.19142135391613121,Correct,0
142,0.6807092305667921,0.3192907694332079,Correct,0
143,0.7448523083114583,0.25514769168854157,Correct,0
144,0.7992339977673922,0.2007660022326078,Correct,0
145,0.8658855865875087,0.13411441341249133,Correct,0
146,0.8054252441615211,0.19457475583847894,Correct,0
147,0.7135203378572809,0.2864796621427192,Correct,0
148,0.7570873570185597,0.24291264298144025,Correct,0
149,0.7507289362169507,0.2492710637830493,Correct,0
150,0.8109998875471043,0.1890001124528957,Correct,0
151,0.7358345367661515,0.26416546323384854,Correct,0
152,0.7073865865386666,0.2926134134613336,Correct,0
153,0.7660654913143669,0.23393450868563317,Correct,0
154,0.747273549774694,0.25272645022530604,Correct,0
155,0.7402728675162467,0.25972713248375334,Correct,0
156,0.8540688200458093,0.1459311799541907,Correct,0
157,0.808465981787392,0.1915340182126079,Correct,0
158,0.8342243339148729,0.16577566608512692,Correct,0
159,0.6899046328656426,0.31009536713435726,Correct,0
160,0.7592690195450499,0.24073098045495017,Correct,0
161,0.7307504466305808,0.26924955336941914,Correct,0
162,0.8109998875471043,0.1890001124528957,Correct,0
163,0.744200295833606,0.25579970416639386,Correct,0
164,0.7623078200334326,0.2376921799665675,Correct,0
165,0.825506150733187,0.17449384926681283,Correct,0
166,0.7661554334946277,0.2338445665053724,Correct,0
167,0.7775354243036996,0.22246457569630035,Correct,0
168,0.7345347566613578,0.26546524333864213,Correct,0
169,0.7404114038681792,0.25958859613182095,Correct,0
170,0.7283900989734301,0.2716099010265699,Correct,0
171,0.7322086301505388,0.2677913698494611,Correct,0
172,0.764764023936249,0.23523597606375107,Correct,0
173,0.7180206700851282,0.2819793299148718,Correct,0
174,0.7488132274046901,0.2511867725953098,Correct,0
175,0.7111592455356801,0.2888407544643199,Correct,0
176,0.7569125355039983,0.24308746449600177,Correct,0
177,0.7181652054324139,0.2818347945675862,Correct,0
178,0.8575152791033862,0.1424847208966139,Correct,0
179,0.8524384421782233,0.14756155782177668,Correct,0
180,0.7281332242465932,0.27186677575340684,Correct,0
181,0.8349566169127356,0.16504338308726443,Correct,0
182,0.8262925996140098,0.17370740038599009,Correct,0
183,0.7106294152127463,0.28937058478725375,Correct,0
184,0.8532434293829897,0.1467565706170103,Correct,0
185,0.7094351076046456,0.29056489239535443,Correct,0
186,0.8345399603246599,0.16546003967534,Correct,0
187,0.796476963816158,0.20352303618384204,Correct,0
188,0.7535848629825589,0.24641513701744117,Correct,0
189,0.7747391533306162,0.2252608466693839,Correct,0
190,0.8133699955330794,0.1866300044669205,Correct,0
191,0.746979585032545,0.253020414967455,Correct,0
192,0.7468419110368143,0.25315808896318553,Correct,0
193,0.7747391533306162,0.2252608466693839,Correct,0
194,0.7273021707685119,0.27269782923148805,Correct,0
195,0.7822278726570498,0.21777212734295018,Correct,0
196,0.7420224373944047,0.25797756260559535,Correct,0
197,0.7627802652814094,0.23721973471859056,Correct,0
198,0.8262925996140098,0.17370740038599009,Correct,0
199,0.7655437510317655,0.23445624896823453,Correct,0
200,0.7337766487713724,0.26622335122862767,Correct,0
201,0.7301312709590254,0.2698687290409746,Correct,0
202,0.6813868432011001,0.31861315679889995,Correct,0
203,0.7200234989730108,0.2799765010269893,Correct,0
204,0.7980319217961633,0.20196807820383672,Correct,0
205,0.846236346171285,0.15376365382871496,Correct,0
206,0.7274076432652049,0.27259235673479515,Correct,0
207,0.7188220807847222,0.2811779192152778,Correct,0
208,0.7598343963355405,0.2401656036644595,Correct,0
209,0.6922928287889771,0.307707171211023,Correct,0
210,0.8262925996140098,0.17370740038599009,Correct,0
211,0.7491167845311579,0.2508832154688422,Correct,0
212,0.865631836193208,0.13436816380679203,Correct,0
213,0.7931366879993372,0.2068633120006628,Correct,0
214,0.7620883645895087,0.23791163541049123,Correct,0
215,0.7937479823641647,0.2062520176358354,Correct,0
216,0.7138547535032609,0.28614524649673917,Correct,0
217,0.8102134386662815,0.18978656133371843,Correct,0
218,0.7879251342106508,0.21207486578934906,Correct,0
219,0.8045940261503173,0.1954059738496827,Correct,0
220,0.7647063316379463,0.23529366836205368,Correct,0
221,0.7931366879993372,0.2068633120006628,Correct,0
222,0.728635888028588,0.27136411197141197,Correct,0
223,0.7599243385158012,0.2400756614841987,Correct,0
224,0.7519571809803339,0.24804281901966613,Correct,0
225,0.8079594704123133,0.1920405295876867,Correct,0
226,0.7611525832791844,0.23884741672081553,Correct,0
227,0.7254448268592002,0.27455517314079986,Correct,0
228,0.7613605715629608,0.23863942843703928,Correct,0
229,0.7445713920816106,0.25542860791838934,Correct,0
230,0.8262925996140098,0.17370740038599009,Correct,0
231,0.7843424143567447,0.21565758564325538,Correct,0
232,0.8005647583178588,0.19943524168214125,Correct,0
233,0.8552381396413733,0.14476186035862681,Correct,0
234,0.7128904940469024,0.28710950595309764,Correct,0
235,0.830678222937026,0.16932177706297397,Correct,0
236,0.7068577468312089,0.29314225316879094,Correct,0
237,0.761301915708686,0.238698084291314,Correct,0
238,0.6599746557135703,0.3400253442864297,Correct,0
239,0.740489994935084,0.25951000506491595,Correct,0
240,0.7380781474758434,0.2619218525241567,Correct,0
241,0.7808941384946757,0.21910586150532435,Correct,0
242,0.7488132274046901,0.2511867725953098,Correct,0
243,0.7724851850766479,0.22751481492335218,Correct,0
244,0.7307411107773933,0.2692588892226066,Correct,0
245,0.7787472251463373,0.2212527748536627,Correct,0
246,0.7995505169942855,0.20044948300571455,Correct,0
247,0.7655437510317655,0.23445624896823453,Correct,0
248,0.7700090419970232,0.2299909580029767,Correct,0
249,0.747273549774694,0.25272645022530604,Correct,0
250,0.7355879067780289,0.2644120932219712,Correct,0
251,0.790882719745369,0.20911728025463105,Correct,0
252,0.7724851850766479,0.22751481492335218,Correct,0
253,0.7895619357435922,0.21043806425640782,Correct,0
254,0.7484678573827946,0.25153214261720536,Correct,0
255,0.7747391533306162,0.2252608466693839,Correct,0
256,0.7659317061035956,0.2340682938964045,Correct,0
257,0.7724851850766479,0.22751481492335218,Correct,0
258,0.7172342212043055,0.2827657787956946,Correct,0
259,0.695586253395567,0.3044137466044331,Correct,0
260,0.8352556710588234,0.16474432894117663,Correct,0
261,0.7193594409807108,0.2806405590192892,Correct,0
262,0.7483774432440792,0.25162255675592077,Correct,0
263,0.7465323131775335,0.25346768682246645,Correct,0
264,0.8493084859961658,0.15069151400383413,Correct,0
265,0.8382531901556545,0.16174680984434558,Correct,0
266,0.7654963104365875,0.23450368956341242,Correct,0
267,0.7627802652814094,0.23721973471859056,Correct,0
268,0.7599243385158012,0.2400756614841987,Correct,0
269,0.7747929909953801,0.22520700900461982,Correct,0
270,0.7774454821234389,0.22255451787656116,Correct,0
271,0.8274869072221106,0.17251309277788937,Correct,0
272,0.6996617456980283,0.3003382543019718,Correct,0
273,0.7104158134943794,0.2895841865056206,Correct,0
274,0.7379402369485023,0.2620597630514978,Correct,0
275,0.8484321663592114,0.15156783364078863,Correct,0
276,0.7322086301505388,0.2677913698494611,Correct,0
277,0.7379402369485023,0.2620597630514978,Correct,0
278,0.7620883645895087,0.23791163541049123,Correct,0
279,0.6981395361924962,0.30186046380750386,Correct,0
280,0.7598343963355405,0.2401656036644595,Correct,0
281,0.865631836193208,0.13436816380679203,Correct,0
282,0.7570873570185597,0.24291264298144025,Correct,0
283,0.7175247769174768,0.28247522308252304,Correct,0
284,0.747273549774694,0.25272645022530604,Correct,0
285,0.7220858963457529,0.27791410365424707,Correct,0
286,0.8417993151207254,0.15820068487927458,Correct,0
287,0.8269274599617282,0.1730725400382717,Correct,0
288,0.7214689459471971,0.2785310540528029,Correct,0
289,0.7634171161894469,0.2365828838105532,Correct,0
290,0.7770447472041888,0.22295525279581127,Correct,0
291,0.7249418231113611,0.2750581768886389,Correct,0
292,0.7902458688373316,0.20975413116266842,Correct,0
293,0.7598343963355405,0.2401656036644595,Correct,0
294,0.8109998875471043,0.1890001124528957,Correct,0
295,0.7931366879993372,0.2068633120006628,Correct,0
296,0.8552558310849067,0.14474416891509345,Correct,0
297,0.776258298323366,0.22374170167663404,Correct,0
298,0.7071904752038648,0.2928095247961352,Correct,0
299,0.7173683092041944,0.28263169079580563,Correct,0
300,0.7332492650175569,0.26675073498244306,Correct,0
301,0.8109998875471043,0.1890001124528957,Correct,0
302,0.8061754318122745,0.19382456818772548,Correct,0
303,0.7329950790313616,0.26700492096863837,Correct,0
304,0.7422224580800196,0.2577775419199803,Correct,0
305,0.6934525029222893,0.30654749707771073,Correct,0
306,0.6987683583117857,0.3012316416882142,Correct,0
307,0.7576237010900422,0.24237629890995774,Correct,0
308,0.73548937548825,0.26451062451175006,Correct,0
309,0.7266110147410612,0.2733889852589389,Correct,0
310,0.7316296970288004,0.26837030297119946,Correct,0
311,0.8381000818081603,0.16189991819183974,Correct,0
312,0.7259691981728857,0.2740308018271143,Correct,0
313,0.8526921925725239,0.14730780742747598,Correct,0
314,0.7429720510702229,0.25702794892977704,Correct,0
315,0.761118646123902,0.23888135387609802,Correct,0
316,0.7532431456219316,0.24675685437806835,Correct,0
317,0.7669280500099563,0.2330719499900436,Correct,0
318,0.7335324392273502,0.26646756077264977,Correct,0
319,0.7380781474758434,0.2619218525241567,Correct,0
320,0.790882719745369,0.20911728025463105,Correct,0
321,0.7145820330095359,0.285417966990464,Correct,0
322,0.7068577468312089,0.29314225316879094,Correct,0
323,0.71576670183116,0.2842332981688401,Correct,0
324,0.7378347644518093,0.2621652355481907,Correct,0
325,0.7312179265194351,0.2687820734805648,Correct,0
326,0.6921586011196109,0.30784139888038903,Correct,0
327,0.7879251342106508,0.21207486578934906,Correct,0
328,0.7931403813019455,0.20685961869805447,Correct,0
329,0.7365107883035249,0.26348921169647505,Correct,0
330,0.7666917775661102,0.23330822243388988,Correct,0
331,0.7783218731845223,0.22167812681547758,Correct,0
332,0.7738147939224521,0.22618520607754783,Correct,0
333,0.7379473475286901,0.26205265247131,Correct,0
334,0.6883152163038757,0.31168478369612435,Correct,0
335,0.7202736588789518,0.27972634112104816,Correct,0
336,0.7612580557758774,0.23874194422412262,Correct,0
337,0.7669280500099565,0.2330719499900436,Correct,0
338,0.7556090074458363,0.24439099255416372,Correct,0
339,0.7192489148485114,0.2807510851514886,Correct,0
340,0.7273021707685119,0.27269782923148805,Correct,0
341,0.7421169855833267,0.2578830144166733,Correct,0
342,0.7485337712878846,0.25146622871211544,Correct,0
343,0.7478098938461764,0.25219010615382353,Correct,0
344,0.7394695570342221,0.26053044296577793,Correct,0
345,0.708432790170638,0.291567209829362,Correct,0
346,0.7382968413530191,0.26170315864698085,Correct,0
347,0.7993677829781636,0.20063221702183642,Correct,0
348,0.757670370261833,0.24232962973816696,Correct,0
349,0.7751271084024463,0.2248728915975539,Correct,0
350,0.7292189012718613,0.27078109872813866,Correct,0
351,0.7894594199565088,0.2105405800434912,Correct,0
352,0.7026007976273958,0.2973992023726043,Correct,0
353,0.8240386313600416,0.17596136863995834,Correct,0
354,0.6805630357062118,0.31943696429378826,Correct,0
355,0.7434973720151936,0.2565026279848064,Correct,0
356,0.7884614782821334,0.2115385217178666,Correct,0
357,0.8326039128218747,0.16739608717812515,Correct,0
358,0.7696628149571543,0.23033718504284567,Correct,0
359,0.8368713643214432,0.16312863567855682,Correct,0
360,0.7577291735867352,0.24227082641326483,Correct,0
361,0.7712117900864797,0.22878820991352034,Correct,0
362,0.8109998875471043,0.1890001124528957,Correct,0
363,0.7714383934103642,0.22856160658963573,Correct,0
364,0.7877778971435535,0.21222210285644655,Correct,0
365,0.7666710846348518,0.23332891536514822,Correct,0
366,0.7307100691078567,0.26928993089214326,Correct,0
367,0.7358558852047311,0.26414411479526884,Correct,0
368,0.7192489148485114,0.2807510851514886,Correct,0
369,0.7816873174465184,0.21831268255348166,Correct,0
370,0.8502082685387531,0.14979173146124675,Correct,0
371,0.7807632643418059,0.21923673565819407,Correct,0
372,0.7074339441422293,0.2925660558577708,Correct,0
373,0.7105400698641247,0.28945993013587545,Correct,0
374,0.7323377511100817,0.2676622488899183,Correct,0
375,0.8076429511854201,0.19235704881457993,Correct,0
376,0.7666710846348518,0.23332891536514822,Correct,0
377,0.6945467970429453,0.30545320295705475,Correct,0
378,0.8399040520358498,0.16009594796415005,Correct,0
379,0.7540548211904967,0.2459451788095032,Correct,0
380,0.8604837835028794,0.13951621649712062,Correct,0
381,0.7655366404515777,0.2344633595484223,Correct,0
382,0.8109998875471043,0.1890001124528957,Correct,0
383,0.7399975641068778,0.2600024358931222,Correct,0
384,0.7780646577949943,0.22193534220500566,Correct,0
385,0.7414058199972827,0.2585941800027173,Correct,0
386,0.7125506550940588,0.2874493449059412,Correct,0
387,0.8262925996140098,0.17370740038599009,Correct,0
388,0.6856201691909801,0.3143798308090199,Correct,0
389,0.834595663471812,0.16540433652818806,Misclassified,1
390,0.7803987519039746,0.21960124809602544,Correct,0
391,0.7054570014196428,0.2945429985803571,Correct,0
392,0.757670370261833,0.24232962973816696,Correct,0
393,0.8170971973151593,0.18290280268484066,Correct,0
394,0.8652851952459438,0.13471480475405623,Misclassified,1
395,0.7739527044497934,0.2260472955502067,Correct,0
396,0.7695275995419297,0.2304724004580702,Correct,0
397,0.7775374332542281,0.2224625667457719,Misclassified,1
398,0.6891804783972956,0.3108195216027044,Correct,0
399,0.7931366879993372,0.2068633120006628,Correct,0
400,0.7394695570342221,0.26053044296577793,Correct,0
401,0.8240386313600416,0.17596136863995834,Correct,0
402,0.7194404857297375,0.28055951427026254,Correct,0
403,0.786024595950766,0.213975404049234,Correct,0
404,0.7599781761805654,0.24002182381943463,Correct,0
405,0.7907154465361016,0.20928455346389835,Correct,0
406,0.8240386313600416,0.17596136863995834,Correct,0
407,0.8417993151207254,0.15820068487927458,Correct,0
408,0.8084294000662429,0.1915705999337572,Correct,0
409,0.7598343963355405,0.2401656036644595,Correct,0
410,0.7752864217098694,0.22471357829013056,Correct,0
411,0.7599243385158012,0.2400756614841987,Correct,0
412,0.7796994503774071,0.22030054962259288,Correct,0
413,0.7747391533306162,0.2252608466693839,Correct,0
414,0.7363605232933577,0.26363947670664245,Correct,0
415,0.8239361155729583,0.1760638844270417,Correct,0
416,0.7199363788973887,0.28006362110261124,Correct,0
417,0.7507289362169507,0.2492710637830493,Correct,0
418,0.8699327834940337,0.13006721650596634,Misclassified,1
419,0.7877778971435535,0.21222210285644655,Correct,0
420,0.7361624386635828,0.26383756133641717,Correct,0
421,0.7563706523007939,0.24362934769920605,Correct,0
422,0.7640144309460457,0.23598556905395435,Correct,0
423,0.7308465832740864,0.2691534167259137,Correct,0
424,0.7283007536248084,0.27169924637519166,Correct,0
425,0.7760699138810827,0.22393008611891738,Correct,0
426,0.7148580870617747,0.28514191293822544,Correct,0
427,0.790882719745369,0.20911728025463105,Correct,0
428,0.7839412857004866,0.2160587142995134,Correct,0
429,0.7931366879993372,0.2068633120006628,Correct,0
430,0.7666917775661102,0.23330822243388988,Correct,0
431,0.7456458677724689,0.254354132227531,Correct,0
432,0.7747391533306162,0.2252608466693839,Correct,0
433,0.7301312709590254,0.2698687290409746,Correct,0
434,0.7180206700851282,0.2819793299148718,Correct,0
435,0.8240386313600416,0.17596136863995834,Correct,0
436,0.7059193606711562,0.29408063932884376,Correct,0
437,0.8383638323339166,0.1616361676660834,Correct,0
438,0.7367808436085981,0.263219156391402,Correct,0
439,0.8518258301731169,0.14817416982688322,Correct,0
440,0.7923502391185144,0.20764976088148557,Correct,0
441,0.7251910862908898,0.27480891370911026,Correct,0
442,0.7736878108425046,0.2263121891574955,Correct,0
443,0.7254377162790124,0.2745622837209876,Correct,0
444,0.7085818847622435,0.2914181152377565,Correct,0
445,0.7712904969593792,0.2287095030406207,Correct,0
446,0.7747391533306162,0.2252608466693839,Correct,0
447,0.7005796163184423,0.29942038368155777,Correct,0
448,0.8176613840862427,0.18233861591375733,Correct,0
449,0.7491386454461145,0.25086135455388553,Correct,0
450,0.7364433548934306,0.2635566451065694,Correct,0
451,0.7603590238181739,0.23964097618182612,Correct,0
452,0.7031371416988783,0.2968628583011218,Correct,0
453,0.7931366879993372,0.2068633120006628,Correct,0
454,0.8132690854866904,0.1867309145133095,Correct,0
455,0.7747391533306162,0.2252608466693839,Correct,0
456,0.747273549774694,0.25272645022530604,Correct,0
457,0.7900318653975217,0.2099681346024783,Correct,0
458,0.7434973720151936,0.2565026279848064,Correct,0
459,0.701937566155084,0.2980624338449161,Correct,0
460,0.853723036783765,0.14627696321623504,Correct,0
461,0.7357864074813185,0.2642135925186815,Correct,0
462,0.7182922504617885,0.28170774953821154,Correct,0
463,0.7414798164571714,0.25852018354282846,Correct,0
464,0.8102134386662815,0.18978656133371843,Correct,0
465,0.7508159313278963,0.24918406867210371,Correct,0
466,0.8240386313600416,0.17596136863995834,Correct,0
467,0.7259691981728857,0.2740308018271143,Correct,0
468,0.7768086312154014,0.2231913687845985,Correct,0
469,0.7496395042739038,0.25036049572609614,Correct,0
470,0.7370922820417938,0.2629077179582062,Correct,0
471,0.8680309533142001,0.13196904668579987,Correct,0
472,0.8254300409184203,0.17456995908157966,Correct,0
473,0.6922928287889771,0.307707171211023,Correct,0
474,0.8320047224750738,0.16799527752492616,Correct,0
475,0.8061754318122745,0.19382456818772548,Correct,0
476,0.7724851850766479,0.22751481492335218,Correct,0
477,0.6889912414873898,0.31100875851261023,Correct,0
478,0.8627853094526939,0.13721469054730603,Correct,0
479,0.747273549774694,0.25272645022530604,Correct,0
480,0.7022875508450751,0.2977124491549248,Correct,0
481,0.7935246430711673,0.20647535692883276,Correct,0
482,0.7318032476608092,0.2681967523391907,Correct,0
483,0.7358165966832326,0.2641834033167673,Correct,0
484,0.7646740817559882,0.23532591824401186,Correct,0
485,0.7399054714067073,0.26009452859329263,Correct,0
486,0.7054570014196428,0.2945429985803571,Correct,0
487,0.7896447673436651,0.21035523265633485,Correct,0
488,0.7752814560497313,0.22471854395026863,Correct,0
489,0.737950433555026,0.262049566444974,Correct,0
490,0.7450195815207257,0.25498041847927433,Correct,0
491,0.7077109696736111,0.29228903032638887,Correct,0
492,0.7439140742904375,0.25608592570956235,Correct,0
493,0.7931403813019455,0.20685961869805447,Correct,0
494,0.790348384624415,0.20965161537558505,Correct,0
495,0.7224403159837436,0.2775596840162565,Correct,0
496,0.7931366879993372,0.2068633120006628,Correct,0
497,0.746477575595224,0.25352242440477596,Correct,0
498,0.8459415369579735,0.15405846304202647,Correct,0
499,0.7483472540421651,0.25165274595783493,Correct,0
500,0.7407840129877006,0.2592159870122995,Correct,0
501,0.7747391533306162,0.2252608466693839,Correct,0
502,0.7357663345766151,0.26423366542338494,Correct,0
503,0.76368170257339,0.2363182974266101,Correct,0
504,0.7923502391185144,0.20764976088148557,Correct,0
505,0.7485017945380771,0.2514982054619229,Correct,0
506,0.7131291725218726,0.2868708274781275,Correct,0
507,0.8061754318122745,0.19382456818772548,Correct,0
508,0.7394282797465694,0.26057172025343045,Correct,0
509,0.7483472540421651,0.25165274595783493,Correct,0
510,0.6813868432011001,0.31861315679889995,Correct,0
511,0.6982229164955833,0.30177708350441673,Correct,0
512,0.6978778060319472,0.30212219396805284,Correct,0
513,0.7566985320641884,0.24330146793581164,Correct,0
514,0.7274076432652049,0.27259235673479515,Correct,0
515,0.7394695570342221,0.26053044296577793,Correct,0
516,0.7157464208125106,0.2842535791874895,Correct,0
517,0.8481482936453892,0.15185170635461082,Correct,0
518,0.8551308695488992,0.14486913045110084,Misclassified,1
519,0.770625361891272,0.2293746381087281,Correct,0
520,0.7470621435004673,0.2529378564995327,Correct,0
521,0.7294174740349547,0.27058252596504534,Correct,0
522,0.7053251797814007,0.2946748202185994,Correct,0
523,0.7487037229635796,0.25129627703642043,Correct,0
524,0.7369098903020681,0.2630901096979319,Correct,0
525,0.76404340244119,0.2359565975588099,Correct,0
526,0.7599243385158012,0.2400756614841987,Correct,0
527,0.8109998875471043,0.1890001124528957,Correct,0
528,0.7929012725734643,0.2070987274265356,Correct,0
529,0.6913414184446671,0.3086585815553329,Correct,0
530,0.7175247769174768,0.28247522308252304,Correct,0
531,0.7162965321540937,0.2837034678459062,Correct,0
532,0.7307411107773933,0.2692588892226066,Correct,0
533,0.8325236945928364,0.1674763054071637,Correct,0
534,0.8464197646572944,0.15358023534270548,Correct,0
535,0.7166460819532177,0.2833539180467822,Correct,0
536,0.738190133721085,0.261809866278915,Correct,0
537,0.7939311044783213,0.20606889552167879,Correct,0
