feature,mean_shap_importance,std_shap_importance,num_iterations,iterations_list,coefficient_of_variation,consistency_score,mean_directional,std_directional,positive_ratio,negative_ratio,consistent_direction,direction_strength
joy,0.197091,0.194696,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9878,0.197091,0.01525368787519562,0.5394242146443072,0.5934306569343065,0.4065693430656934,Positive,0.028277721278190275
C_ratio,0.19117,0.089501,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.4682,0.19117,-0.0047924927462013696,0.373847037987998,0.8087591240875912,0.19124087591240876,Negative,0.012819394380653843
stopword_ratio,0.186614,0.126406,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6774,0.186614,-0.007334737719466134,0.2674191598992752,0.502919708029197,0.49708029197080295,Negative,0.02742786810021436
punctuation_usage,0.182124,0.139809,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7677,0.182124,-0.011431034001239801,0.33689413614866515,0.47883211678832116,0.5211678832116788,Negative,0.033930640030163946
sentiment_subjectivity,0.176363,0.1351,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.766,0.176363,-0.01337892697655744,0.24978601313510979,0.5051094890510949,0.4948905109489051,Negative,0.053561551637822225
subordinate_clause_ratio,0.176337,0.159876,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9067,0.176337,0.006064180911088979,0.2943007133310294,0.47883211678832116,0.5211678832116788,Positive,0.020605389081113434
hedge_E_count,0.171696,0.11738,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6837,0.171696,0.009945828099875082,0.4541298466083724,0.2656934306569343,0.7343065693430657,Positive,0.021900846101937883
word_count,0.170191,0.153567,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9023,0.170191,-0.012014241770207752,0.3127376832151924,0.4897810218978102,0.5072992700729927,Negative,0.03841635348362324
sadness,0.168661,0.1005,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5959,0.168661,0.016725407087333385,0.29906294878672934,0.2941605839416058,0.7058394160583942,Positive,0.05592604030665251
certainty_verbs_count,0.168597,0.115691,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6862,0.168597,0.016026677365104644,0.23047637142670796,0.6583941605839416,0.3416058394160584,Positive,0.06953717888963458
certainty_adjectives_count,0.159794,0.104907,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6565,0.159794,-0.0018895971400652782,0.2392854232625007,0.37445255474452555,0.6255474452554745,Negative,0.007896833143170709
N_ratio,0.150294,0.059643,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3968,0.150294,-0.022452326183280476,0.42519326431302373,0.8029197080291971,0.19708029197080293,Negative,0.05280498902424139
std_word_length,0.144034,0.080586,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5595,0.144034,-0.01386992498165163,0.2160933113122786,0.5051094890510949,0.4948905109489051,Negative,0.06418488501830218
hedge_D_count,0.142882,0.075584,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.529,0.142882,0.0020080383621598028,0.3606019862194763,0.7598540145985402,0.24014598540145984,Positive,0.005568572507118438
certainty_adverbs_count,0.136516,0.096958,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7102,0.136516,4.21563898390125e-05,0.27510535759218896,0.33065693430656934,0.6693430656934306,Positive,0.00015323724945092435
hedge_N_count,0.123618,0.076844,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6216,0.123618,-0.013271581703131816,0.3722565976533298,0.5868613138686132,0.4131386861313869,Negative,0.03565170215995521
D_ratio,0.121881,0.099147,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8135,0.121881,-0.010844970796224054,0.36794718557082384,0.5291970802919708,0.4708029197080292,Negative,0.029474258607677238
disgust,0.119233,0.077555,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6504,0.119233,-0.0008221272760262194,0.330385003452113,0.4678832116788321,0.5321167883211679,Negative,0.00248839155092421
doubt_adjectives_count,0.102927,0.104073,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.0111,0.102927,-0.022601244588141448,0.3407953312404571,0.5467153284671533,0.45328467153284674,Negative,0.06631911253796909
E_ratio,0.102584,0.070888,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.691,0.102584,-0.016148433361385432,0.29567039662373223,0.7985401459854015,0.20145985401459854,Negative,0.054616332915372885
sentiment_polarity,0.101223,0.087513,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8646,0.101223,-0.002849988496732611,0.178202723770466,0.5437956204379562,0.4562043795620438,Negative,0.015992956092377
doubt_verbs_count,0.058733,0.038598,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6572,0.058733,0.006475004702526872,0.24705565844996402,0.7364963503649635,0.2635036496350365,Positive,0.02620868706697272
hedge_I_count,0.05033,0.04782,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9501,0.05033,-0.0014673628252650111,0.29505362474167407,0.7700729927007299,0.22992700729927007,Negative,0.004973207079959274
I_ratio,0.017371,0.014698,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8461,0.017371,-0.0023015895252305172,0.10133415243031038,0.9145985401459854,0.0854014598540146,Negative,0.022712868691379066
avg_dependency_depth,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
