feature,mean_shap_importance,std_shap_importance,num_iterations,iterations_list,coefficient_of_variation,consistency_score,mean_directional,std_directional,positive_ratio,negative_ratio,consistent_direction,direction_strength
std_word_length,0.254313,0.074418,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2926,0.254313,-0.028591332253671185,0.33999961428672854,0.4832488968785749,0.516751103121425,Negative,0.08409224661248313
hedge_C_count,0.247926,0.076716,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3094,0.247926,-0.013560290867551074,0.44452302839446595,0.47850956038568393,0.5214904396143161,Negative,0.030505260012008168
function_word_ratio,0.224404,0.075208,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3351,0.224404,0.0005658482252835427,0.3177798825580543,0.4874979571825462,0.5125020428174538,Positive,0.0017806294184587828
stopword_ratio,0.223756,0.062838,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2808,0.223756,0.02401944874602223,0.28737957465430736,0.4896224873345318,0.5103775126654683,Positive,0.083580915376837
readability_score,0.217136,0.06913,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3184,0.217136,0.006798409515789834,0.28600887235912115,0.4894590619382252,0.5105409380617748,Positive,0.023769924415331798
type_token_ratio,0.20863,0.112094,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5373,0.20863,0.02907244625793999,0.32055738647316706,0.4883150841640791,0.5116849158359209,Positive,0.09069341895648184
sentiment_subjectivity,0.206128,0.057667,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2798,0.206128,0.012757741476576026,0.3278539452823294,0.4559568556953751,0.544043144304625,Positive,0.038912879564285796
word_count,0.193613,0.11078,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5722,0.193613,-0.03223594405922326,0.44000182934923715,0.6004249060303971,0.3995750939696029,Negative,0.07326320296046997
adj_ratio,0.187962,0.072714,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3869,0.187962,-0.0027053902797645043,0.2505401790846815,0.5268834776924334,0.4731165223075666,Negative,0.010798228777779417
punctuation_usage,0.183949,0.049487,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.269,0.183949,-0.000374738065323909,0.24450196019643472,0.4780192841967642,0.5219807158032358,Negative,0.0015326586735593239
subordinate_clause_ratio,0.179839,0.070543,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3923,0.179839,0.00571605823505769,0.24685858858939322,0.5178950808955711,0.4821049191044288,Positive,0.02315519195085997
sentiment_polarity,0.162188,0.060053,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3703,0.162188,-0.01740712707299722,0.26173517924918366,0.47965353815983003,0.52034646184017,Negative,0.0665066364325389
hapax_legomena,0.12566,0.04706,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3745,0.12566,-0.0022482665084358555,0.16591338539910178,0.47965353815983003,0.52034646184017,Negative,0.013550843818413153
pronoun_ratio,0.120767,0.061903,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5126,0.120767,-0.021046439536527635,0.18948303868607538,0.4041510050661873,0.5958489949338127,Negative,0.11107294126028217
adv_ratio,0.114856,0.030924,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2692,0.114856,-0.006004132930090537,0.18038694038766517,0.5043307730021245,0.49566922699787547,Negative,0.0332847410369054
sentence_length_variation,0.099671,0.038076,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.382,0.099671,-0.00756011263163834,0.1642099408617592,0.5930707631966008,0.40692923680339926,Negative,0.04603930877491615
certainty_adjectives_count,0.091697,0.058964,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.643,0.091697,0.01897739326059062,0.16854098234285741,0.258212126164406,0.7417878738355941,Positive,0.11259808665410924
sentence_count,0.089726,0.071022,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7915,0.089726,-0.017764543603007978,0.19406422623431602,0.6246118646837718,0.37538813531622817,Negative,0.09153950232004009
hedges_score,0.054514,0.03489,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.64,0.054514,0.0016493668657421468,0.11744831142567767,0.577218499754862,0.4227815002451381,Positive,0.014043341324259629
C_ratio,0.054399,0.041499,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7629,0.054399,0.003417808808096552,0.13463685039810572,0.16440594868442557,0.8355940513155744,Positive,0.025385387018016348
doubt_adverbs_count,0.053504,0.039812,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7441,0.053504,-0.002089337276350286,0.10356827702101543,0.7068148390259846,0.29318516097401537,Negative,0.02017352354129726
certainty_verbs_count,0.049479,0.053607,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.0834,0.049479,0.0018115087753659096,0.09800559330630135,0.4392874652721033,0.5607125347278967,Positive,0.018483726585553677
certainty_adverbs_count,0.033514,0.03902,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.1643,0.033514,0.004742059034098872,0.09434512410688971,0.16130086615460043,0.6844255597319824,Positive,0.05026288932639904
doubt_adjectives_count,0.025777,0.021813,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8462,0.025777,-0.001909357916253097,0.06912011854620155,0.5252492237293676,0.32047720215721526,Negative,0.02762376107238916
E_ratio,0.016838,0.016793,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9973,0.016838,-0.001245183246921752,0.06259536092041232,0.295309691126001,0.6275535218172904,Negative,0.019892577176433
N_ratio,0.010451,0.012154,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.163,0.010451,8.874658323565939e-05,0.04444644444817132,0.11570518058506292,0.5785259029253146,Positive,0.0019967078215236745
hedge_N_count,0.006519,0.010627,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.6302,0.006519,0.0005237834139251185,0.03461340728619632,0.020755025330936427,0.44206569700931525,Positive,0.015132380879769446
doubt_verbs_count,0.00626,0.010338,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.6514,0.00626,-0.0024106691221310672,0.035227737977054766,0.006210165059650269,0.3794737702238928,Negative,0.06843097446084921
D_ratio,0.003438,0.006569,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.9107,0.003438,-0.00012845272585504166,0.027305789806954004,0.0773002124530152,0.15411014871711065,Negative,0.0047042286533694
hedge_E_count,0.002047,0.003806,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.8593,0.002047,-6.93403058244811e-05,0.010126105466633646,0.08808628860924987,0.22046085961758458,Negative,0.00684767086183867
avg_dependency_depth,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
I_ratio,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
hedge_D_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
hedge_I_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
