dataset,subdataset,sentence,flag,Bert,Distilbert,Roberta,Status,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Cool atmosphere but such a let down.,explicit,True,True,True,Misclassified,8.0,1.0,3.75,2.6339134382131846,1.0,1.0,0.5,0.125,0.25,0.0,0.0,0.125,0.0,1.0,0.5,0.125,2.3114285714285714,0.0,0.0,0.0648148148148148,0.47962962962962963,0.002833531005308032,0.0070588053204119205,0.002049015136435628,0.9008422493934631,0.022620301693677902,0.004846710246056318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's.",explicit,True,True,True,Misclassified,29.0,1.0,3.586206896551724,2.266962746743945,0.9310344827586207,0.8620689655172413,0.3448275862068966,0.1724137931034483,0.2413793103448276,0.13793103448275862,0.13793103448275862,0.034482758620689655,0.034482758620689655,1.0,0.4827586206896552,0.034482758620689655,10.486666666666668,0.0,0.0,0.6454545454545454,0.5015151515151515,0.0036837710067629814,0.6038322448730469,0.0031287800520658493,0.004997764248400927,0.01259852945804596,0.06267566978931427,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"For someone who used to hate Indian food, Baluchi's has changed my mid.",explicit,True,True,True,Misclassified,16.0,1.0,3.6875,1.9911915402592488,1.0,1.0,0.3125,0.1875,0.25,0.25,0.0625,0.0,0.0625,1.0,0.5,0.0625,4.003076923076925,0.0,0.0625,-0.4,0.45,0.23425500094890594,0.0018173253629356623,0.003397309686988592,0.015820913016796112,0.4969516694545746,0.014963146299123764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Had a great meal there this weekend before heading to the movies!,explicit,True,True,True,Misclassified,13.0,1.0,4.153846153846154,1.994074061048572,1.0,1.0,0.5384615384615384,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.0,0.0,1.0,0.5384615384615384,0.07692307692307693,4.823333333333334,0.0,0.0,1.0,0.75,0.0011253879638388753,0.9489473104476929,0.0010880926856771111,0.0029249917715787888,0.000981656601652503,0.013321556150913239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I also recommend the garlic knots.,explicit,True,True,True,Misclassified,7.0,1.0,4.142857142857143,2.641891715558133,1.0,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.42857142857142855,0.14285714285714285,6.416666666666668,0.0,0.0,0.0,0.0,0.005777016282081604,0.04201787710189819,0.004202996846288443,0.006828438490629196,0.038731928914785385,0.005032559856772423,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I can't stand this dungeon.,implicit,True,True,True,Misclassified,7.0,1.0,3.2857142857142856,2.0503857277724746,1.0,1.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,1.0,0.5714285714285714,0.14285714285714285,0.5199999999999996,0.0,0.0,0.0,0.0,0.07967162132263184,0.0028335433453321457,0.08980921655893326,0.09727618843317032,0.6952018141746521,0.010580047965049744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I definitely enjoyed the food as well.,explicit,True,True,True,Misclassified,8.0,1.0,4.0,2.9154759474226504,1.0,1.0,0.375,0.125,0.125,0.125,0.0,0.375,0.125,1.0,0.5,0.125,5.682857142857145,0.0,0.0,0.5,0.7,0.0010670345509424806,0.9866711497306824,0.0003847249026875943,0.002023442182689905,0.0029272427782416344,0.0014606514014303684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.,explicit,True,True,True,Misclassified,23.0,1.0,3.4347826086956523,1.8374388355752556,0.9565217391304348,0.9130434782608695,0.43478260869565216,0.21739130434782608,0.30434782608695654,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.08695652173913043,1.0,0.5217391304347826,0.17391304347826086,3.0599999999999987,0.0,0.043478260869565216,-0.16076388888888887,0.3472222222222222,0.015147977508604527,0.022013027220964432,0.003601774340495467,0.1423088014125824,0.037955392152071,0.09121181815862656,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"I have been going to this restaurant for years, in the past the service was average and the food inconsistant.",explicit,True,True,True,Misclassified,22.0,1.0,4.136363636363637,2.7017747457661057,0.9090909090909091,0.8636363636363636,0.5454545454545454,0.09090909090909091,0.22727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.045454545454545456,1.0,0.5454545454545454,0.045454545454545456,9.32,0.0,0.045454545454545456,-0.2,0.32499999999999996,0.009129577316343784,0.010962081141769886,0.0057350280694663525,0.0145540377125144,0.22210344672203064,0.011561372317373753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff.",explicit,True,True,True,Misclassified,20.0,1.0,4.05,2.2466641938660974,0.9,0.8,0.5,0.1,0.2,0.05,0.05,0.2,0.2,1.0,0.55,0.05,8.474444444444444,0.0,0.0,0.5116666666666666,0.68,0.005812822841107845,0.6431956887245178,0.0021406952291727066,0.003999373409897089,0.01593233458697796,0.013047191314399242,1.0,1.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I never had an orange donut before so I gave it a shot.,explicit,True,True,True,Misclassified,14.0,1.0,3.0714285714285716,1.8308579454251852,0.9285714285714286,0.8571428571428571,0.5714285714285714,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,1.0,0.6428571428571429,0.07142857142857142,4.91076923076923,0.0,0.0,0.0,0.0,0.008620856329798698,0.09168452769517899,0.0015732049942016602,0.0026069090235978365,0.011735488660633564,0.005945158191025257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I recomend the chicken milanese.,explicit,True,True,True,Misclassified,6.0,1.0,4.666666666666667,3.0912061651652345,1.0,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,1.0,0.3333333333333333,0.16666666666666666,5.240000000000002,0.0,0.0,-0.6,0.95,0.0068024215288460255,0.01930963806807995,0.0034905108623206615,0.0041479491628706455,0.030330628156661987,0.006141192279756069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I recommend any of their salmon dishes......,explicit,True,True,True,Misclassified,8.0,1.0,4.75,2.436698586202241,1.0,1.0,0.5,0.75,0.25,0.25,0.0,0.0,0.25,1.0,0.5,0.75,7.368571428571428,0.0,0.0,0.0,0.0,0.007672060281038284,0.0324787013232708,0.002927482360973954,0.005436846055090427,0.0193845983594656,0.00832606852054596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I usually get one the Vietnamese Beef Noodle Soup.,explicit,True,True,True,Misclassified,10.0,1.0,4.2,2.6381811916545836,1.0,1.0,0.2,0.1,0.3,0.1,0.1,0.1,0.1,1.0,0.4,0.1,8.89777777777778,0.0,0.0,-0.25,0.25,0.008440849371254444,0.04084191098809242,0.0012348629534244537,0.00445167813450098,0.03741961345076561,0.008617495186626911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I went for restaurant week and ordered off the prix fixe menu,explicit,True,True,True,Misclassified,12.0,1.0,4.166666666666667,2.1921577396609844,1.0,1.0,0.4166666666666667,0.0,0.4166666666666667,0.16666666666666666,0.0,0.0,0.08333333333333333,1.0,0.4166666666666667,0.0,4.823333333333334,0.0,0.0,0.0,0.0,0.0049636042676866055,0.22593559324741364,0.002090663416311145,0.010766668245196342,0.0035630357451736927,0.12235704809427261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I would only go for the coffee which is way better than Starbucks or the like.,explicit,True,True,True,Misclassified,17.0,1.0,3.7058823529411766,1.9930675701291078,0.9411764705882353,0.8823529411764706,0.5294117647058824,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,1.0,0.6470588235294118,0.058823529411764705,5.400000000000002,0.0,0.0,0.25,0.75,0.0038587183225899935,0.04350956156849861,0.0012230343418195844,0.005407936405390501,0.003944774158298969,0.03903906047344208,0.0,1.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I'm in love with the lobster ravioli!,explicit,True,True,True,Misclassified,9.0,1.0,3.4444444444444446,2.165954298846436,1.0,1.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,1.0,0.5555555555555556,0.1111111111111111,5.682857142857145,0.0,0.0,0.625,0.6,0.004007845651358366,0.9489665627479553,0.0006951323011890054,0.006583091337233782,0.002636584686115384,0.016761615872383118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I've had better Japanese food at a mall food court.,explicit,True,True,True,Misclassified,12.0,1.0,3.5,2.0615528128088303,0.9166666666666666,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,1.0,0.4166666666666667,0.08333333333333333,3.650000000000002,0.0,0.0,0.25,0.25,0.0074498290196061134,0.032869890332221985,0.007729277480393648,0.012351891957223415,0.1502896249294281,0.031207868829369545,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,If you are a Tequila fan you will not be disappointed.,explicit,True,True,True,Misclassified,12.0,1.0,3.6666666666666665,2.924988129130708,0.9166666666666666,0.8333333333333334,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.25,0.0,0.08333333333333333,0.16666666666666666,1.0,0.6666666666666666,0.08333333333333333,5.863636363636363,0.0,0.08333333333333333,-0.75,0.75,0.011412296444177628,0.007680696435272694,0.0017888689180836082,0.10286307334899902,0.011209908872842789,0.03184613212943077,0.0,0.0,1.0,0.0,0.0,0.0,0.9710501432418823,9.0,0.0,0.0,0.0,2.0,0.8181818181818182,0.0,0.0,0.0,0.18181818181818182
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"If you're in the neighborhood, definitely stop by for a great meal.",explicit,True,True,True,Misclassified,15.0,1.0,3.7333333333333334,3.08688984074406,1.0,1.0,0.4666666666666667,0.2,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,0.5333333333333333,0.06666666666666667,5.806666666666668,0.0,0.13333333333333333,0.4,0.625,0.004691920708864927,0.13753530383110046,0.004296867176890373,0.0036884865257889032,0.009207429364323616,0.006876311264932156,0.0,0.0,1.0,0.0,0.0,0.0,0.9629726409912109,11.0,0.0,0.0,0.0,1.0,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,It's cute and simple and I loved it.,implicit,True,True,True,Misclassified,10.0,1.0,2.9,1.57797338380595,0.9,0.8,0.5,0.2,0.0,0.2,0.2,0.0,0.3,1.0,0.6,0.1,0.8049999999999997,0.0,0.0,0.39999999999999997,0.7190476190476192,0.0016248635947704315,0.9670537114143372,0.00033132373937405646,0.002466930076479912,0.0050785657949745655,0.0037517864257097244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,explicit,True,True,True,Misclassified,34.0,1.0,3.2941176470588234,1.4456712620522951,0.8529411764705882,0.7352941176470589,0.5294117647058824,0.08823529411764706,0.14705882352941177,0.20588235294117646,0.08823529411764706,0.08823529411764706,0.11764705882352941,1.0,0.7058823529411765,0.029411764705882353,9.822580645161292,0.0,0.23529411764705882,-0.04166666666666666,0.775,0.02420448511838913,0.41979244351387024,0.007974172942340374,0.1719318926334381,0.25376325845718384,0.008983113802969456,0.0,1.0,1.0,1.0,0.0,0.0,0.9627745151519775,29.0,0.0,0.0,0.0,2.0,0.9354838709677419,0.0,0.0,0.0,0.06451612903225806
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,MY date and I both ordered the Branzini and both felt the fish was very average.,explicit,True,True,True,Misclassified,17.0,1.0,3.823529411764706,1.886025828456635,0.8235294117647058,0.6470588235294118,0.5882352941176471,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,1.0,0.5882352941176471,0.058823529411764705,6.137499999999999,0.0,0.058823529411764705,-0.195,0.52,0.009820645675063133,0.06007326766848564,0.007847059518098831,0.026693636551499367,0.0738365650177002,0.08877252787351608,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My favs here are the Tacos Pastor and the Tostada de Tinga...,explicit,True,True,True,Misclassified,13.0,1.0,3.8461538461538463,1.4595127662315597,0.9230769230769231,0.8461538461538461,0.46153846153846156,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,1.0,0.46153846153846156,0.23076923076923078,4.823333333333334,0.0,0.0,0.0,0.0,0.006465757731348276,0.3003416359424591,0.0013458355097100139,0.019275221973657608,0.007237735670059919,0.10183436423540115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Over priced, overrated....stay away!",implicit,True,True,True,Misclassified,8.0,1.0,4.125,2.4206145913796355,1.0,1.0,0.125,0.75,0.0,0.375,0.125,0.125,0.0,1.0,0.125,0.625,12.52,0.0,0.125,0.0,0.0,0.4760197699069977,0.013736101798713207,0.0350816585123539,0.13380120694637299,0.06473170220851898,0.08045157790184021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"So we sat at the bar, the bartender didn't seem like he wanted to be there.",explicit,True,True,True,Misclassified,19.0,1.0,3.1578947368421053,1.842856989474905,0.9473684210526315,0.8947368421052632,0.5263157894736842,0.15789473684210525,0.10526315789473684,0.2631578947368421,0.0,0.10526315789473684,0.10526315789473684,1.0,0.631578947368421,0.05263157894736842,5.400000000000002,0.0,0.21052631578947367,0.0,0.0,0.014896896667778492,0.004024103283882141,0.012571285478770733,0.03262798860669136,0.5248105525970459,0.05331087484955788,0.0,1.0,0.0,2.0,0.0,0.0,0.9541863203048706,15.0,0.0,1.0,0.0,0.0,0.9375,0.0,0.0625,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.,explicit,True,True,True,Misclassified,16.0,1.0,4.1875,2.4036105653786763,1.0,1.0,0.5,0.0625,0.8125,0.125,0.0,0.0,0.0,1.0,0.625,0.0625,5.993333333333336,0.0,0.125,0.0,0.0,0.47232478857040405,0.00622689351439476,0.05315249040722847,0.024662179872393608,0.1810235232114792,0.01188922580331564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The ambiance was pretty cool, but not worth the hassle.",explicit,True,True,True,Misclassified,12.0,1.0,3.8333333333333335,1.9930434571835662,1.0,1.0,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,1.0,0.4166666666666667,0.08333333333333333,4.830000000000002,0.0,0.0,0.15,0.5833333333333334,0.005809057969599962,0.6045657992362976,0.0043820482678711414,0.04520779103040695,0.08601120859384537,0.009764564223587513,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food is consistant and good but how it got name Best Diner In Manhattan is beyond me.,explicit,True,True,True,Misclassified,19.0,1.0,3.789473684210526,2.2844773067590216,0.9473684210526315,0.8947368421052632,0.47368421052631576,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.10526315789473684,1.0,0.5789473684210527,0.05263157894736842,7.163333333333334,0.0,0.0,0.85,0.45000000000000007,0.007098577916622162,0.14325115084648132,0.0010388123337179422,0.007333681453019381,0.02898966148495674,0.02199864387512207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
