text,stance
"The market thinks the CVS purchase of Aetna is a done deal, based on Q3 numbers. But, is it? Really? https://t.co/UdUpuQprpJ #WeEvokeEmotion",0
Not catering to a woman that doesn't bring = amount to the table as I do. #equality  #SemST,0
$CVS $AET No way in hell does the government let this go through. Why are they even wasting their time .,0
"bold vision Joe, you cant even define a bold vision, let alone have one. Go home, Joe.",0
"If it weren't for her marriage, Hillary would unknown. Thanks a lot, Bill.  RT @MangyLover #HIllaryClinton #WeDontTrustYouHillary #SemST",0
"@MsPicklesP @fabricationista @thehill Everyday seeing more &amp; more #NY Plates in SWFL but, as long as they keep their #Democratic &amp; #Liberal ideology away it's all good! :pray::flag_for_United_States::statue_of_liberty::family_man_woman_girl_girl::cop: #Florida #Veteran #healthcareworkers #VoteRed #VoteRedToSaveAmerica #VoteRedToSaveFreedom #OpenAmerica",0
"https://t.co/IT1aCXmNFQ : Unsealed merger trial documents show rift between Anthem, Cigna https://t.co/YIoTImnisR https://t.co/FhLbZx5pgH",0
One thing I learned from my job: doors to opportunity cover fee that only the privileged can afford. #privilege #truth #SemST,0
"#ClimateChangeDefinitions ""settled science"" = flawed computer models with jiggered data to force a predefined conclusion. #SemST",0
Anthem-Cigna rift resurfaces as first phase of trial ends https://t.co/JSM2EzZAAQ https://t.co/Y6Va6JgF28,0
"A real all star @JoeBiden is, graduating in the 26th percentile is good enough for me! When I think president of the US, its someone with impressive *checks notes* cramming abilities I want.",0
These 3 Rumored Managed Healthcare M&amp;A Deals Could Create Antitrust Time Bombs $AET $ANTM $CI  http://t.co/odCSwZTRvR via @benzinga,0
"He will fight, and he will inspire us to join him, and together we can transform our country. #JusticeForAll #RealLeader #Bernie",0
CVS ordered to defend closing Aetna deal https://t.co/NANsMY18oF,0
BREAKING House passes bill to fund giant plastic bubbles for every single K-2nd grader since it's the only way to make sure they're 6 feet apart in class. #COVIDIOTS #cdc,0
If @EPA & @POTUS don't have to follow SCOTUS why should anyone else have to #ClimateFraud #SpecialReport #WakeUpAmerica #SemST,0
