dataset,subdataset,sentence,flag,Bert,BiGRU,BiLSTM,Distilbert,GRU,LSTM,RNN,Roberta,Smallbert,Status
movies,direction,"Despite the film's pacing being a bit slow in the second act, it kept everyone laughing and on the edge of their seats throughout the rest of the movie.",implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,direction,The cinematography masterfully captured the essence of the story.,explicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,direction,"The nonlinear narrative of the film keeps me on my toes, revealing bits of the story out of order but enriching the overall storytelling.",explicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,direction,"This film was like a perfectly crafted painting, where each brushstroke led you through a journey of emotions.",implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,entertainment,"Despite the film's lackluster pace, the ensemble cast brought life to each character.",implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,entertainment,I couldn't stop thinking about the film for days.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,entertainment,I left the theater feeling completely drained and unenthused,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,entertainment,I was on the edge of my seat the entire time.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,entertainment,The movie had me on the edge of my seat from start to finish.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,entertainment,The visually stunning visuals and memorable score created an immersive experience that kept me engaged until the very end.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,plot,"The film's clever plot twists kept me engaged till the end, and I couldn't help but laugh at the absurdity of it all.",implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,plot,"The film's surprise twist kept me engaged until the very end, leaving me eager for a sequel.",implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,plot,The film's thought-provoking storyline and unexpected twists had me hooked from start to finish.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,plot,The film's unpredictable plot twists kept me engaged until the very end.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,plot,The movie's twists and turns had me hooked from the very beginning.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,plot,The plot twist towards the end left me utterly astonished.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
movies,plot,The story unfolded with such captivating twists that it was impossible to put the film down.,implicit,True,True,True,True,True,True,True,True,True,Misclassified
