feature,mean_mi_score,std_mi_score,median_mi_score,min_mi_score,max_mi_score,num_iterations,cv_mi_score,median_lr_coef,median_xgb_coef,linear_occurrences,_merge,mi_rank
anger,0.0282519026857213,0.0185225866788747,0.0329407600070823,0.0,0.0579615848380068,13,0.6556226277898157,,0.0318854264914989,13,both,16
fear,0.0272004469767084,0.017708462146494,0.0335233054449677,0.0,0.0545016388327885,13,0.6510357039962487,,0.0252436511218547,13,both,17
doubt_verbs_count,0.0246959664458018,0.0235954444710552,0.0259960416160511,0.0,0.0722201171273164,13,0.9554371772750097,,,13,both,18
sentiment_polarity,0.0233819203127384,0.0231984405017836,0.0139613957642725,0.0025391859885586,0.0814954731593213,13,0.9921529194993106,,0.0285705924034118,13,both,19
disgust,0.0213204007984705,0.0148701697737919,0.0235108236428811,0.0,0.0512762825043404,13,0.6974620183903248,,0.027285074815154,13,both,20
word_count,0.0208648883944301,0.0157093456620072,0.017925481494887,0.0,0.0524539154347185,13,0.7529082046851879,,0.0227889884263277,13,both,21
adv_ratio,0.01973557625853,0.0181880674680149,0.0189253394356623,0.0,0.0649221517304814,13,0.9215878588877672,,0.0211290773004293,13,both,22
sentence_count,0.0194045551261791,0.0136373080175187,0.0186849197892668,0.0,0.048503561440099,13,0.7027890064390266,,0.03325559664517635,13,both,23
adj_ratio,0.0190254325496241,0.0135149750916722,0.0202530587036464,0.0,0.0513435311451713,13,0.7103636175640742,,0.0176639873534441,13,both,24
hapax_legomena,0.0183136798812882,0.0154335365086797,0.0168402132192804,0.0,0.0518409717831129,13,0.8427326789985417,,0.0185003876686096,13,both,25
punctuation_density,0.0153394089191207,0.0176315177216616,0.0068007633109623,0.0,0.0596486032669589,13,1.1494261489882975,,0.0271584019064903,13,both,26
sentence_length_variation,0.0153210720365306,0.0190604949391984,0.0046190025704473,0.0,0.0584452713523044,13,1.2440705776822811,,0.0255654547363519,13,both,27
punctuation_usage,0.0128804906245464,0.016595029738178,0.000122236816626,0.0,0.0515361572221,13,1.2883849087668149,,0.0178993325680494,13,both,28
I_ratio,0.0123736655927213,0.0177542961160805,0.0010066714820526,0.0,0.0634559523030522,13,1.4348453158879837,,,13,both,29
doubt_adverbs_count,0.0120335980811731,0.0172634925062729,0.004598211616815,0.0,0.0504708008854299,13,1.434607703350347,,0.023929387331008897,13,both,30
C_ratio,0.0112141255420431,0.0193416949288508,0.0,0.0,0.0567373446197505,13,1.7247617619703286,,0.0376132577657699,13,both,31
N_ratio,0.0109617214189443,0.0167203410752539,0.0,0.0,0.0540680089791585,13,1.5253389897646443,,0.0873499251902103,13,both,32
certainty_adjectives_count,0.0107586982320185,0.0122020041770474,0.0084845930095609,0.0,0.036781446557083,13,1.1341524702991923,,0.0137303415685892,13,both,33
certainty_verbs_count,0.0107171014380604,0.018689811707249,0.0,0.0,0.0543412271926415,13,1.743924121206367,,0.034363154321908895,13,both,34
hedge_D_count,0.0098538987723416,0.0172752226800895,0.0,0.0,0.0594065945954545,13,1.7531357972316968,,0.07408726215362546,13,both,35
doubt_adjectives_count,0.0084150415187189,0.0123290248181902,0.0040312920066891,0.0,0.0450429967607819,13,1.4651175268434184,,0.0268128402531147,13,both,36
certainty_adverbs_count,0.0078706872732942,0.0102321488904299,0.0045844805700101,0.0,0.0318065964193745,13,1.3000324539825507,,0.0148486280813813,13,both,37
D_ratio,0.0073569399248767,0.0108145235155036,0.0,0.0,0.0268156680235456,13,1.4699757814978764,,0.08722845464944835,13,both,38
avg_dependency_depth,0.0068036609586307,0.0106016416649384,0.0,0.0,0.0302631530629147,13,1.5582260388048732,,,13,both,39
hedge_N_count,0.0066565293539265,0.007592655748041,0.0040021141302055,0.0,0.0220204573976985,13,1.140632804925931,,0.0089138066396117,13,both,40
hedges_score,0.0061265865880707,0.0080995154850438,0.0,0.0,0.0232961903883073,13,1.3220274240169316,,0.0341333877295255,13,both,41
hedge_I_count,0.0050486818574183,0.0073252183852092,0.0,0.0,0.0207156310594494,13,1.4509170100401254,,,13,both,42
hedge_E_count,0.0034528259666927,0.0080995904033108,0.0,0.0,0.0300689278261516,13,2.345785881316509,,,13,both,43
E_ratio,0.0012723379269769,0.0030502186127029,0.0,0.0,0.011250117504242,13,2.3973337177413034,,0.0376239866018295,13,both,44
